iso_country_code,fact_blood_type,COUNTRY,postalCode,port_harbor_38,territory,field_exr,LONGITUDE,p_658,isoCountryCode,measlon,RETENTION_POLICY,score_index,timeZone,TIME_ZONE,d_coun,nation,customer_country,location_text_info,adr_line,p_abbr,address_line_v2,address_line,col_396,dim_130,LANDMARK_POI,continent,created_at,addressLine,RANK_RATING,geographic_coordinates,lon,location_text,disname,user_region_state_province,attr_635,geographicCoordinates,tz,margin,x_tax,rmta95,cron_schedule,col_brz,region_state_province_v2,KEYWORDS,user_airport,country_30,MAPPING_TRANSFORM,CONTINENT,country_raw,TITLE_PREFIX,user_longitude,col_293,attr_602,longitude_38,src_global_trade_item_number,continent_2,d_ssm,p_trans,tz_2,locationText,bnk_identification_number,landmark,country,license_terms_v2,ward,LOCATION_TEXT,addrline,src_distance,meta_pm,city_town_30,street,continent_3,col_cou,meta_nh,city_town_data,severity_level,dim_687,isocc,flight,val_252,col_lan,ppb,customer_district_borough,GEOGRAPHIC_COORDINATES,template_pattern,coords,x_fips,COUNTRY_2,subdomain,urlPiiContext,lhd6,airport_raw,adr_line_2,customer_time_zone,user_iata_code,threshold_limit_14,airport,age_14,longitude_v2,arw56,loctxt,country_2,iso_alpha_2,employee_rec,PORT_HARBOR,fact_landmark_poi,cityTown,field_cxs,landmark_poi_data,region_state_province,data_lineage,time_zone_30,field_dox,decimal_float_v2,latitude_info,time_zone_val,meta_601,bvbesn62,regionStateProvince,lat,CARD_EXPIRY_DATE,v_wj,customer_iso_country_code,REGION_STATE_PROVINCE,AIRPORT,dim_geographic_coordinates,iso_country_cd,CITY_TOWN,customer_default_value,qfee71,pmkng90,TENANT_IDENTIFIER,city,c_yc,district_borough_22,country_38,passport_num,createdat,port,src_continent,timeZone_2,dtype
CA,A-,United Kingdom,VP7 6CL,Singapore,IL,Golden Gate Bridge,147.56373,Port of LA,JP,153.117341,7 days,4.25,EST,EST,Italy,United States,Switzerland,"New York, Israel",4003 Park Blvd,WBXWI,5074 Main St,1922 Main St,Europe,ec5b8ae8-bf93-4825-a831-47eee8168945,Central Park,Europe,2020-08-16 09:06:48,892 Elm St,49,"-62.252014, 13.220511",-122.959408,"Sydney, Italy",Tuberculosis,MA,Berlin,"17.957178, -69.79408",Europe/London,Premium,73-3448080,OH,53 5 * * 1-5,Q3 2023,IL,"integration, security, cloud, data, performance",JFK,Sweden,source_col -> target_col,Antarctica,Singapore,Rev.,17.726056,1051 Elm St,SIN,-117.379447,6478216842907,South America,BR,Konnichiwa,America/New_York,"Austin, Germany",43961,Golden Gate Bridge,Netherlands,Apache-2.0,North Shore,"Houston, South Korea",4800 Park Blvd,4194.8,robert.walker,Tokyo,7539 Park Blvd,Asia,Canada,Busan,Boston,High,ADV-JGUTCM8B4G,DE,WI6691,Port of LA,Statue of Liberty,125.55,North Shore,"-16.339098, -32.635319",Order #{{id}},"0.691277, -14.676967",05537,Singapore,company.net,https://example.com/users/95cc7793/profile,8638 Oak Ave,ORD,5695 Park Blvd,CET,ACW,crit=3613,SIN,45,-118.25644,Phoenix,"Berlin, Netherlands",Singapore,US,EMP-81382,Rotterdam,Statue of Liberty,Boston,Golden Gate Bridge,Big Ben,NY,raw.users -> exports,America/New_York,8240 Oak Ave,2379.6156,-69.266341,PST,JFK,JST,WA,"-63.694342, 171.203591",08/24,rejected,CA,NC,NRT,"-89.388476, 126.917097",AU,Paris,CURRENT_TIMESTAMP,Norway,Italy,tenant-037,Atlanta,USSNWQGB4GV3FWWUTUV8,West End,Canada,F93426664,2019-02-19 06:47:46,Shanghai,Europe,PST,snapshot
IN,AB-,Sweden,94285,Singapore,CA,Eiffel Tower,-24.205604,Shanghai,BR,-133.259969,7 days,0.03,CET,America/New_York,United Kingdom,Canada,Israel,"Berlin, Italy",8193 Maple Dr,VD,8751 Oak Ave,9856 Maple Dr,Africa,3355dcc2-1649-4af2-8555-19f3b6eec788,Central Park,Africa,2025-08-17 12:00:50,7618 Oak Ave,8,"40.001453, -125.958503",-154.317324,"San Francisco, United Kingdom",Influenza,GA,Chicago,"-43.771261, -100.323269",CET,Market-based,31-3188568,NC,29 10 * * *,Q1 2026,NC,"analytics, performance, integration, cloud, data",LAX,Israel,source_col -> field_b,Africa,Italy,Rev.,-91.649642,4841 Park Blvd,NRT,8.162783,6765960343930,Oceania,FR,Guten Tag,CET,"San Francisco, United Kingdom",370301,Big Ben,Germany,Apache-2.0,West End,"Phoenix, Switzerland",2573 Oak Ave,5247.4,olivia.martin,Berlin,9186 Main St,Asia,France,Busan,Seattle,Low,ADV-1ALZ70CJLK,FR,SG6779,Busan,Statue of Liberty,829.03,East Side,"-57.724313, 17.008894",Dear {{customer}},"43.837222, 130.830532",43687,Singapore,service.cloud,https://example.com/users/6b1dde48/profile,1829 Main St,SFO,8915 Elm St,Europe/London,GNM,max=1774,SIN,54,120.691949,Phoenix,"Berlin, Japan",Australia,CA,EMP-15690,Shanghai,Big Ben,Miami,Eiffel Tower,Eiffel Tower,WA,curated.events -> analytics,PST,516 Oak Ave,6533.3116,46.349278,Europe/London,JFK,EST,CO,"16.445383, 34.588024",01/29,approved,US,NC,LHR,"18.331113, 166.450295",DE,Portland,CURRENT_TIMESTAMP,Norway,Netherlands,tenant-025,Seattle,DW3JKCDHVX5FQ16R0AEW,North Shore,France,S26531330,2023-04-01T21:22:40Z,Hamburg,Oceania,America/New_York,update
US,A+,South Korea,31037,Shanghai,WA,Golden Gate Bridge,83.263257,Rotterdam,DE,57.67085,indefinite,1.22,EST,JST,Spain,Norway,Switzerland,"San Francisco, Israel",2471 Oak Ave,CDMRI,3343 Cedar Ln,1961 Cedar Ln,South America,ec53aeb5-7757-45bf-940a-ca76ac2844d6,Eiffel Tower,Asia,2021-09-24 15:30:19,4697 Pine Rd,49,"-57.799346, -171.087309",142.704786,"Chicago, Spain",Tuberculosis,FL,Berlin,"42.221588, 94.432786",UTC,Value pricing,24-9380456,CO,"4 18 * * 0,6",Q4 2024,MA,"monitoring, scalability, integration, automation, analytics",LHR,Australia,field_a -> output,Asia,Italy,Rev.,30.169384,5153 Main St,CDG,-146.289724,7272845375885,Africa,GB,Bonjour,Europe/London,"Phoenix, Israel",531791,Eiffel Tower,Sweden,MIT,East Side,"Houston, Germany",3777 Cedar Ln,7807.4,mason.thompson,New York,5549 Park Blvd,North America,Italy,Singapore,Denver,Info,ADV-MKT475L657,IN,GK4549,Rotterdam,Statue of Liberty,16.27,North Shore,"-69.932337, -87.174477",Order #{{id}},"-4.266672, 167.631437",52801,Spain,acme.org,https://example.com/users/4b897789/profile,6653 Cedar Ln,LHR,5528 Oak Ave,UTC,ZSP,min=1957,SFO,119,34.232256,Portland,"Berlin, United Kingdom",Israel,IN,EMP-11696,Shanghai,Central Park,Los Angeles,Eiffel Tower,Statue of Liberty,CA,staging.users -> exports,Europe/London,3550 Cedar Ln,4117.1401,8.426593,PST,SFO,CET,IL,"-67.668862, -97.780338",04/24,failed,CA,TX,ORD,"-62.928909, -91.372252",BR,Denver,'',Switzerland,Spain,tenant-015,Austin,0FAJYCEJ59RKYHFTDCY0,West End,Australia,F53356797,2020-10-25T11:00:02Z,Rotterdam,Africa,CET,snapshot
FR,A+,Netherlands,19293,Port of LA,CA,Eiffel Tower,-86.704014,Shanghai,AU,111.353111,1 year,9.26,CET,Europe/London,India,Mexico,Mexico,"Miami, France",2504 Park Blvd,JTMQ,2982 Maple Dr,9403 Maple Dr,North America,aa8db3bc-c7eb-48bc-98a7-56034365711d,Golden Gate Bridge,North America,2018-12-18 12:26:59,5435 Main St,78,"-2.11894, 129.55705",44.812798,"Paris, Norway",Malaria,CO,Paris,"50.69802, -167.838543",Europe/London,Value pricing,32-4161225,NY,38 2 * * 1-5,Q1 2020,FL,"reporting, integration, automation, security, data",SFO,Switzerland,source_col -> target_col,Asia,Singapore,Mrs.,-161.883202,1091 Elm St,LHR,-56.813363,7096804636800,South America,US,Hola,EST,"Paris, Japan",511816,Central Park,Israel,MIT,South Bay,"London, Mexico",3858 Elm St,9042.3,linda.lee,Phoenix,3132 Park Blvd,Europe,Mexico,Rotterdam,Austin,Info,ADV-J6WJTLHJ4F,GB,HZ7992,Port of LA,Big Ben,523.22,Midtown,"38.771265, 162.663285",Hello {{name}},"-81.096881, 68.384908",05860,United States,data.io,https://example.com/users/ff315d29/profile,8815 Cedar Ln,LAX,6891 Oak Ave,America/New_York,WKP,warn=8303,ORD,71,-94.094037,Paris,"Houston, Japan",Sweden,IN,EMP-65505,Shanghai,Central Park,Miami,Eiffel Tower,Eiffel Tower,FL,raw.events -> reports,America/New_York,94 Maple Dr,5535.1007,3.546469,EST,CDG,CET,TX,"79.893969, -49.069514",03/26,cancelled,CA,FL,ORD,"-51.14926, -102.578247",BR,San Francisco,0,Sweden,Germany,tenant-021,Portland,JX97TELEMF3Q4T4TUMXW,East Side,Israel,N42333788,2023-11-28T15:57:43Z,Port of LA,South America,Europe/London,upsert
MX,A+,Brazil,WN5 2MJ,Shanghai,CA,Golden Gate Bridge,-75.400033,Shanghai,IN,27.420801,7 years,8.62,EST,JST,Australia,Israel,United States,"Phoenix, Australia",257 Maple Dr,VPIS,3052 Park Blvd,7877 Oak Ave,North America,b2b09749-cffd-40b5-af59-8329a7085315,Eiffel Tower,South America,2025-02-16T14:44:40Z,1931 Maple Dr,73,"-65.812596, 88.291479",92.247878,"Houston, Australia",COVID-19,NC,Los Angeles,"-75.113703, -83.785052",JST,Penetration,97-7849927,WA,17 14 * * *,Q2 2025,PA,"security, reporting, data",JFK,United Kingdom,source_col -> target_col,Africa,United States,Rev.,-148.016308,8250 Park Blvd,LHR,-153.773979,7562859978559,South America,AU,Namaste,CET,"Sydney, Netherlands",45768,Eiffel Tower,Germany,GPL-3.0,West End,"Portland, United Kingdom",4839 Pine Rd,3794.7,linda.moore,Berlin,3575 Park Blvd,Europe,Singapore,Singapore,Berlin,Medium,ADV-KWDV49NECS,MX,QA9164,Singapore,Central Park,270.48,Midtown,"5.823224, 132.71159",Dear {{customer}},"-17.158446, -103.072707",39406,Italy,example.com,https://example.com/users/e1146174/profile,7886 Main St,SIN,721 Pine Rd,Europe/London,PYI,crit=5321,SIN,82,-36.695186,Seattle,"Dallas, Spain",Sweden,JP,EMP-24702,Shanghai,Statue of Liberty,Houston,Central Park,Golden Gate Bridge,WA,staging.orders -> exports,Europe/London,6886 Oak Ave,8996.5618,58.848441,UTC,ORD,Europe/London,CA,"-22.423288, -94.559304",05/28,inactive,US,MA,SIN,"-78.785895, 164.119782",BR,Atlanta,false,Mexico,Japan,tenant-004,Denver,4BTJP4Q1B39IF2PHKBIW,Midtown,Spain,F39473168,2020-12-02 23:35:32,Rotterdam,Europe,CET,upsert
BR,O-,United Kingdom,GP7 5XE,Rotterdam,TX,Central Park,-74.55429,Rotterdam,JP,-0.135989,7 years,8.21,PST,UTC,France,Mexico,Canada,"Berlin, South Korea",2379 Cedar Ln,CCI,5458 Maple Dr,3630 Cedar Ln,Antarctica,bb9b2da6-4da9-49c6-9e60-019872481317,Golden Gate Bridge,Asia,2021-04-11T04:06:33Z,466 Maple Dr,30,"-47.276879, -9.706778",75.817638,"Los Angeles, India",Tuberculosis,NC,New York,"-21.386126, -3.976679",Europe/London,Market-based,38-8224304,NY,54 23 * * *,Q3 2022,IL,"monitoring, compliance",LAX,United Kingdom,source_col -> output,Oceania,Netherlands,Mrs.,12.769983,9979 Pine Rd,LAX,-4.783902,6369731186108,Antarctica,DE,Hola,CET,"Miami, Italy",60112002,Big Ben,Italy,BSD-3-Clause,Downtown,"Chicago, United Kingdom",3443 Pine Rd,1880.2,michael.anderson,Boston,1185 Oak Ave,North America,Australia,Port of LA,Toronto,High,ADV-ZCZ5IJ37OJ,DE,PX6239,Hamburg,Golden Gate Bridge,118.3,South Bay,"-69.862867, 37.87418",Order #{{id}},"-48.113084, -4.85121",18934,Japan,data.io,https://example.com/users/cbacc946/profile,2967 Main St,ORD,2509 Main St,JST,FNO,warn=7415,NRT,99,-26.652615,Paris,"Berlin, United States",Sweden,IN,EMP-24185,Singapore,Big Ben,San Francisco,Central Park,Central Park,CA,curated.users -> reports,Europe/London,1680 Park Blvd,-840.6949,-29.361205,PST,LAX,PST,CO,"-37.864568, -12.990141",06/28,cancelled,GB,TX,LHR,"33.321415, 136.915835",IN,Tokyo,CURRENT_TIMESTAMP,United Kingdom,Brazil,tenant-029,London,NVNJXWSQA9L9KCJ6AA9F,South Bay,United Kingdom,X56557791,2020-12-01 18:07:36,Busan,Antarctica,UTC,update
IN,O+,Israel,35880,Singapore,CA,Central Park,-132.579357,Busan,IN,80.821365,indefinite,4.93,UTC,PST,Mexico,Israel,Brazil,"Chicago, United Kingdom",5774 Maple Dr,LG,4068 Cedar Ln,2981 Pine Rd,Oceania,c4413b96-38d9-47e0-bffb-4ddc280f16b8,Eiffel Tower,Antarctica,2022-04-09T09:38:36Z,3407 Cedar Ln,73,"26.943148, 75.678323",-63.780964,"Paris, Spain",Influenza,CA,Boston,"26.755329, -147.889782",UTC,Cost-plus 25%,68-9553156,IL,43 23 * * *,Q3 2022,NY,"security, reporting, cloud, integration",NRT,United States,input -> output,North America,France,Mr.,90.368397,4863 Oak Ave,SFO,-164.693456,9639657601895,North America,CA,Namaste,UTC,"Houston, Sweden",458826,Statue of Liberty,Australia,Proprietary,South Bay,"Paris, South Korea",4873 Cedar Ln,6619.9,sarah.clark,Los Angeles,5527 Main St,Oceania,Mexico,Port of LA,Seattle,Info,ADV-S4F2XJDO33,DE,WE342,Port of LA,Eiffel Tower,685.89,South Bay,"-19.7027, 36.389652",Hello {{name}},"-68.335625, 94.459501",34824,Italy,data.io,https://example.com/users/b6f567c1/profile,2308 Maple Dr,SIN,1662 Pine Rd,CET,EWU,max=7226,JFK,99,-115.662851,Los Angeles,"Phoenix, France",United Kingdom,BR,EMP-65440,Busan,Golden Gate Bridge,Seattle,Big Ben,Statue of Liberty,CO,raw.events -> exports,PST,5341 Cedar Ln,2743.071,-10.567654,UTC,ORD,JST,IL,"49.659823, 10.53036",09/29,active,BR,MA,LHR,"45.45777, -73.233364",FR,Seattle,'',Italy,Spain,tenant-027,Houston,PWUGTK4J2V2WRSDDQ3WT,West End,Italy,A95208252,2026-01-10T02:50:06Z,Busan,North America,America/New_York,upsert
MX,A-,Brazil,14736,Hamburg,WA,Eiffel Tower,110.654686,Singapore,MX,113.826524,indefinite,6.83,CET,America/New_York,United Kingdom,France,Singapore,"Denver, Mexico",9930 Oak Ave,IY,6285 Park Blvd,47 Cedar Ln,Africa,7df7181e-247d-44e0-9648-78d264e742ae,Central Park,Asia,2019-06-04 14:01:42,5816 Pine Rd,87,"-24.98454, -92.791593",90.454006,"Dallas, United Kingdom",Influenza,TX,Atlanta,"-59.733585, 121.177286",PST,Premium,86-9918247,CO,9 18 * * 1-5,Q3 2025,PA,"monitoring, analytics, security, data, integration",ORD,Japan,field_a -> target_col,South America,United States,Rev.,-170.26674,3614 Elm St,CDG,-21.285974,4869785469525,Europe,CA,Namaste,PST,"Berlin, Spain",46807,Golden Gate Bridge,Norway,MIT,Midtown,"Boston, India",2667 Pine Rd,19.2,liam.smith,Tokyo,2309 Cedar Ln,Oceania,Australia,Shanghai,Toronto,High,ADV-GIWEZX4MJ5,US,OJ6993,Singapore,Big Ben,212.62,Downtown,"-76.874029, -93.461009",Order #{{id}},"-49.625369, -48.979752",32465,Singapore,company.net,https://example.com/users/75890ce5/profile,8019 Cedar Ln,CDG,1874 Pine Rd,EST,GPY,crit=6748,SIN,118,91.220254,Los Angeles,"Miami, Sweden",Netherlands,MX,EMP-47032,Rotterdam,Golden Gate Bridge,Atlanta,Golden Gate Bridge,Eiffel Tower,TX,curated.users -> analytics,CET,2423 Oak Ave,1664.3899,-4.418549,EST,ORD,EST,GA,"-36.04026, 122.467082",01/29,approved,BR,PA,CDG,"50.618515, 55.959147",IN,Chicago,1,France,Switzerland,tenant-039,Denver,MZFCMAX36ML1SN50FZ45,North Shore,Mexico,Z74717579,2018-08-18T13:31:46Z,Busan,Africa,America/New_York,snapshot
DE,O+,Italy,CV9 1AI,Shanghai,OH,Big Ben,34.169238,Singapore,CA,-76.805931,7 days,1.28,UTC,America/New_York,South Korea,France,Sweden,"Portland, France",4405 Elm St,CM,3547 Main St,8872 Pine Rd,Africa,39c834c5-e612-4312-bda9-b632311fbcae,Central Park,Africa,2021-01-24T18:52:30Z,6443 Park Blvd,90,"11.062214, 160.059916",153.978069,"Seattle, United States",Influenza,OH,London,"66.328326, 62.605205",CET,Value pricing,36-6537903,IL,38 6 * * 1-5,Q4 2024,FL,"reporting, performance, cloud, automation",LAX,Mexico,field_a -> output,Oceania,Sweden,Prof.,-149.207785,6502 Main St,CDG,13.572192,3452644619765,North America,DE,Bonjour,EST,"Dallas, Israel",60118732,Golden Gate Bridge,United States,MIT,Downtown,"Denver, Singapore",8107 Pine Rd,3447.8,lucas.williams,Dallas,439 Cedar Ln,Africa,Norway,Busan,Seattle,Low,ADV-NVMYWSGN3N,DE,WI1529,Busan,Statue of Liberty,158.32,East Side,"-38.833094, -52.589661",Order #{{id}},"49.113691, -52.919213",18646,Norway,example.com,https://example.com/users/9dfc4c5c/profile,8407 Main St,NRT,257 Maple Dr,America/New_York,EPA,warn=7404,SIN,37,-150.201935,London,"Paris, Norway",Brazil,JP,EMP-17380,Rotterdam,Eiffel Tower,Boston,Statue of Liberty,Central Park,CO,raw.events -> exports,EST,8173 Pine Rd,8368.047,-1.395071,PST,CDG,UTC,NY,"-75.66272, 66.211603",04/24,cancelled,JP,PA,JFK,"-73.439138, 57.970497",IN,Boston,'',Norway,Germany,tenant-024,Los Angeles,XUIGBHJ0KN0YGECUDYAR,West End,Singapore,L98675696,2019-05-17T10:22:25Z,Rotterdam,Oceania,UTC,snapshot
BR,A+,France,CU1 6UI,Busan,NC,Big Ben,2.272616,Shanghai,DE,-129.977592,7 years,9.82,JST,America/New_York,United Kingdom,Italy,India,"Dallas, Spain",8832 Oak Ave,AYWRS,9265 Park Blvd,7796 Pine Rd,Africa,e0bd9b95-750c-4800-b550-b82082bba286,Eiffel Tower,Antarctica,2023-02-13 18:13:21,9973 Main St,47,"-15.267391, -80.063819",56.242231,"Portland, Germany",Diabetes Mellitus,CA,Los Angeles,"-77.489795, -100.309547",PST,Market-based,94-4400803,CA,"18 3 * * 0,6",Q4 2021,CO,"security, integration, cloud, reporting, analytics",LHR,Netherlands,field_a -> output,Oceania,Italy,Prof.,-57.291143,4534 Pine Rd,CDG,142.984196,4375385932316,Oceania,BR,Namaste,UTC,"Miami, Spain",588767,Eiffel Tower,Israel,CC BY 4.0,Midtown,"Los Angeles, Switzerland",4740 Elm St,3257.2,harper.young,San Francisco,7772 Elm St,Oceania,South Korea,Rotterdam,Sydney,Critical,ADV-FUN15E8I63,BR,PU4906,Busan,Golden Gate Bridge,394.35,Downtown,"-47.75899, -130.120564",Order #{{id}},"-78.797457, -149.212662",30398,Sweden,service.cloud,https://example.com/users/29cc56fb/profile,4505 Park Blvd,NRT,2188 Maple Dr,PST,OPK,warn=2537,LHR,41,-50.953637,Berlin,"New York, Israel",Israel,JP,EMP-84955,Port of LA,Golden Gate Bridge,Toronto,Golden Gate Bridge,Central Park,MA,staging.users -> exports,CET,1976 Pine Rd,8059.0493,89.66038,America/New_York,JFK,JST,OH,"-8.769146, 18.408253",06/25,active,DE,IL,CDG,"-61.463094, -176.844795",BR,Boston,CURRENT_TIMESTAMP,France,Brazil,tenant-035,Houston,DF27JA9U2XN9T0HEWEXX,East Side,South Korea,O60304149,2026-10-26T07:21:46Z,Shanghai,South America,UTC,delete
BR,O+,Japan,UY3 2LQ,Busan,IL,Eiffel Tower,22.756342,Singapore,AU,-138.173497,1 year,6.7,JST,EST,Israel,Japan,Brazil,"Los Angeles, Norway",2456 Cedar Ln,GTDMR,617 Maple Dr,8788 Park Blvd,South America,6bbb7dad-058e-42ab-baba-4c2f64d74c3c,Golden Gate Bridge,South America,2018-02-12T08:44:19Z,7647 Elm St,37,"-16.813986, 31.993928",-33.058526,"Tokyo, Switzerland",Tuberculosis,CO,Atlanta,"-14.83286, -170.674065",PST,Penetration,39-8013709,OH,35 5 * * 1-5,Q2 2023,MA,"analytics, scalability, automation, compliance",ORD,Germany,source_col -> target_col,Asia,Switzerland,Mrs.,-55.669223,281 Park Blvd,LHR,-103.883816,8455062258107,Oceania,MX,Konnichiwa,PST,"Seattle, Singapore",480152,Eiffel Tower,Israel,GPL-3.0,West End,"Tokyo, Mexico",4564 Elm St,4416.8,aiden.young,Chicago,3349 Park Blvd,North America,France,Busan,Denver,Info,ADV-93VM3XWBPB,FR,TR3342,Busan,Big Ben,730.17,Downtown,"70.119639, 76.501071",{{date}} - {{event}},"55.543891, -91.025094",36606,Singapore,company.net,https://example.com/users/53faaeb2/profile,5850 Main St,CDG,7606 Maple Dr,CET,VFB,min=6681,NRT,86,133.950774,Toronto,"Los Angeles, Japan",France,JP,EMP-68535,Busan,Central Park,Miami,Central Park,Big Ben,CA,curated.users -> reports,Europe/London,6515 Pine Rd,674.0663,-38.209851,Europe/London,LHR,CET,OH,"-36.338275, -128.355442",12/27,pending,JP,WA,JFK,"11.847999, 161.778202",AU,Dallas,CURRENT_TIMESTAMP,Germany,Israel,tenant-039,Austin,HB4JEFRPX8XBEW694I7W,South Bay,India,T14305656,2018-08-15 12:57:51,Rotterdam,Asia,America/New_York,snapshot
CA,A-,United States,88482,Shanghai,TX,Central Park,48.879701,Singapore,AU,179.277938,1 year,7.25,CET,PST,Switzerland,Japan,South Korea,"Miami, France",4345 Park Blvd,CX,8730 Oak Ave,5711 Cedar Ln,Europe,229143ed-af26-4e86-9844-59520e6af00a,Golden Gate Bridge,North America,2022-05-09T12:39:39Z,6022 Main St,80,"52.352689, 7.003259",65.573155,"Denver, Netherlands",Diabetes Mellitus,WA,New York,"87.905722, 0.762801",EST,Premium,37-6202913,OH,21 21 * * 1-5,Q2 2024,IL,"compliance, performance, security, integration, cloud",ORD,Italy,input -> target_col,South America,Spain,Hon.,-12.619181,5146 Pine Rd,SFO,66.96575,8829572590737,South America,JP,Hola,PST,"Phoenix, Mexico",462485,Statue of Liberty,Singapore,Proprietary,Downtown,"San Francisco, Japan",4698 Cedar Ln,1906.2,william.brown,Boston,3054 Elm St,Oceania,France,Busan,Miami,Critical,ADV-AXNPG8X80S,AU,EZ2670,Hamburg,Central Park,796.71,Downtown,"20.353707, 65.110106",Order #{{id}},"-71.942091, -24.396698",42454,Mexico,data.io,https://example.com/users/e4f2b292/profile,7543 Maple Dr,CDG,285 Cedar Ln,UTC,IYS,warn=3656,LAX,76,80.000018,Austin,"Portland, Canada",Switzerland,JP,EMP-14421,Rotterdam,Eiffel Tower,Tokyo,Central Park,Eiffel Tower,NC,raw.orders -> analytics,CET,2408 Elm St,5626.7875,-41.745652,PST,LHR,EST,GA,"16.906792, 57.688766",07/24,cancelled,US,CO,SIN,"30.326136, -130.977864",DE,Berlin,CURRENT_TIMESTAMP,India,Israel,tenant-017,Los Angeles,KZ3WL067N5966WX09830,West End,Brazil,I44475984,2021-05-02 15:08:24,Singapore,South America,PST,snapshot
DE,O+,Australia,VC1 9ZE,Singapore,WA,Central Park,-95.094354,Singapore,CA,-114.74834,indefinite,6.54,EST,PST,Norway,Sweden,Australia,"Tokyo, Israel",5759 Park Blvd,XHZJ,6579 Oak Ave,4118 Park Blvd,Europe,cd2b2074-ae2f-4ec1-a435-a21c90413b35,Central Park,Asia,2026-12-24 21:05:59,8623 Elm St,7,"84.752352, 30.688201",-39.811368,"Austin, Israel",Influenza,IL,Atlanta,"-71.389639, 1.328681",Europe/London,Penetration,18-9033590,NY,"34 0 * * 0,6",Q1 2022,TX,"cloud, automation, scalability",LHR,Canada,input -> target_col,South America,United Kingdom,Ms.,-28.501893,9751 Park Blvd,CDG,-122.070512,7653334230697,South America,GB,Namaste,EST,"Austin, United States",43849,Statue of Liberty,Israel,BSD-3-Clause,South Bay,"Boston, Norway",2679 Elm St,5775.7,sarah.garcia,Phoenix,7971 Main St,South America,South Korea,Singapore,New York,Low,ADV-Q1MFXZEMXE,JP,PI5485,Singapore,Eiffel Tower,850.34,East Side,"32.707036, 19.57988",Order #{{id}},"-67.565575, 115.481512",35372,Norway,example.com,https://example.com/users/548e9e0c/profile,66 Maple Dr,JFK,8235 Park Blvd,UTC,VJF,crit=1538,SIN,68,126.409112,Atlanta,"Berlin, Australia",Sweden,DE,EMP-25692,Rotterdam,Golden Gate Bridge,Seattle,Eiffel Tower,Big Ben,WA,curated.events -> reports,UTC,3958 Main St,4428.1717,51.014494,Europe/London,ORD,CET,WA,"-22.081221, 129.810931",06/25,pending,JP,IL,LHR,"30.986129, 171.226618",AU,Dallas,1,Brazil,Mexico,tenant-022,Houston,Z5FUQHIDIGLRFBVTI3G5,Downtown,Norway,T16481096,2023-02-08T15:52:43Z,Shanghai,North America,EST,delete
CA,O-,India,IQ1 3DR,Rotterdam,MA,Eiffel Tower,-79.777577,Port of LA,CA,40.736826,indefinite,9.96,America/New_York,America/New_York,Netherlands,United Kingdom,United States,"Seattle, Sweden",6969 Main St,TWW,7207 Pine Rd,421 Cedar Ln,Africa,c8370767-40bb-40f3-9a64-90870a3bad4f,Golden Gate Bridge,Asia,2022-02-01T17:39:30Z,2198 Park Blvd,16,"-81.722411, 149.40805",44.716003,"London, South Korea",Diabetes Mellitus,MA,New York,"26.804902, -139.287288",EST,Penetration,87-2524073,GA,6 20 * * 1-5,Q4 2024,NY,"scalability, data",JFK,Norway,field_a -> output,South America,Netherlands,Prof.,-82.474821,1304 Oak Ave,LAX,-176.529168,7664796375045,Antarctica,US,Hola,EST,"Toronto, Germany",497449,Eiffel Tower,Norway,GPL-3.0,Downtown,"Berlin, Australia",5199 Main St,7350.8,lucas.johnson,Miami,6404 Park Blvd,Oceania,Sweden,Singapore,Dallas,Info,ADV-Y1B0433XPZ,FR,PM6854,Rotterdam,Big Ben,444.49,Midtown,"79.344854, 0.558324",Dear {{customer}},"-49.145452, -57.787849",03430,Spain,data.io,https://example.com/users/56620303/profile,7382 Elm St,JFK,3150 Park Blvd,JST,WIW,max=9109,NRT,24,172.377698,Tokyo,"Houston, Switzerland",Canada,CA,EMP-10822,Hamburg,Statue of Liberty,Toronto,Golden Gate Bridge,Statue of Liberty,OH,raw.orders -> exports,PST,3673 Elm St,9942.4551,-15.22859,UTC,LAX,Europe/London,GA,"19.609002, 46.559446",11/29,failed,JP,NY,ORD,"60.615135, -80.828057",DE,Chicago,null,Spain,United Kingdom,tenant-048,Boston,GCZBZIY9RYSUUP62NPHR,West End,India,V42051097,2024-07-10 12:04:33,Port of LA,Asia,EST,update
