ph_level_6,qthzmf87,bandwidth_data_rate_14,latitude_field,latitude,SPEED_VELOCITY,UPTIME_AVAILABILITY,fact_elevation_altitude,fact_size_dimension_category,budgetAllocation,DISEASE_NAME,dim_wl,area_6,meta_79,ehge58,measprs,area_field,dim_record_identifier,removed,voltage_data,amsm97,measage,source_attribution,col_ph,HOSTNAME,market_val,POWER,memory_usage,routing_number,md5,area,payment_card_number_v2,memoryUsage,p_las,distance,watt_hours,CATEGORY,digital_certificate,legal_hold_document_raw,department_division_info,d_668,catstat,rkolm1,MEMORY_USAGE,vkl14,cpu_usage,source,months_old,density_6,qffsqq50,DISTANCE,customer_age,dim_tenan,digitalCertificate,attr_873,time_to_live_14,DRUG_MEDICATION_NAME,latitude_2,dim_oahw,area_2,LATITUDE,insurance_id_val,d_638,modified_by_14,ezgugc83,categ,comment_note,product_nm,p_iso_l,MIDDLE_NAME,v_bran,source_system_v2,humidity,soc_media_handle,latency_response_time_6,measpct,attr_ang,kmypx47,bandwidth_data_rate_raw,concentration,encoding,pension,attr_527,field_433
11.2,83.9,7883,-22.164936,43.516965,125.7,99.8214,7439,XXL,"$1,723,063",Malaria,7fef3c50e3bb69c3809c8e6c916e6f96b8afa566c401617bd3f8854afb846a31,43522.3,100,263.91,964.0,78743.0,5472214,false,56.7,11.413,22,Reuters,11.95,web-14.dev.example.net,"$862,322,043",5858.7,34.1,850265770,1be335012fb37459c0a2e8a9e6216fdd40dc9d580049bfb1fe435907f51d9b75,39737.6,3787-6346-4502-7051,96.1,Johnson,6932.6,64955.1,Electronics,"-----BEGIN CERTIFICATE-----
sUAUX/wmohaqesZ5GLNZWFrcN2SFvN9clUdMgiNk3xnWISzpIA6BnpL5SbmZZffK
-----END CERTIFICATE-----",HOLD-2021-704,Support,CC BY 4.0,completed,MRN-494159,55.3,0.81,53.3,Miller et al. (2011),55,16.338,414491,2683.0,38,tenant-020,"-----BEGIN CERTIFICATE-----
XR2jbkLfI8dgqnljQUTX/wEysa7Zngw96KWZIpCYP52hviRqSEi3+IuCNA9A7Q7O
-----END CERTIFICATE-----",High,77 days,Lisinopril,5.365635,6321.28,39060.0,39.926781,INS-168955,Japan,liam.moore,25509.7,Electronics,Needs follow-up next quarter.,FlexPay Platform,de,C,ValueMax,SAP,73.9,@aidenlee153,402,94.62%,214.94,324.3,3450,226.73,Latin-1,INV-779221,1013,97.6613
9.92,47.6,8757,31.162606,-37.184696,28.1,99.2061,7146,XS,"$703,902",Tuberculosis,1da7c9ae1bad2748cbaf82c611292d67b2c5ef9093e4bb91ae1d481f7c063050,28208.5,11,251.16,401.8,12164.4,REC-275976,false,231.9,13.455,42,WHO,7.84,cache-7.staging.acme.com,"$48,790,835",20270.4,12.9,778032168,e952b25f1ecccf2ec5717f5c9eb6f87f5507af6e82ab3d0bad48d7107e6f3288,99655.4,XXXX-XXXX-XXXX-0285,79.5,Robinson,1627.8,41776.4,Services,"-----BEGIN CERTIFICATE-----
1nrxXfyMA2FEsLMaBr/orPW21eK4F9CS8bpm6tZd7uVvFLDn2tsm2nl186byjCaH
-----END CERTIFICATE-----",HOLD-2026-513,HR,MIT,completed,MRN-701709,2.7,11.72,86.8,Martin et al. (2008),85,2.244,195299,7830.7,114,tenant-013,"-----BEGIN CERTIFICATE-----
CMdYy8YpzrWyNNYgPWqABQY83KcKYiMR5mqa81ipxraxLbKL+QAV6aSqon51DtzU
-----END CERTIFICATE-----",Low,125 days,Lisinopril,-78.410241,7419.01,85012.1,60.441803,INS-964376,South Korea,oliver.young,1660.9,Clothing,Flagged for review.,Sentinel Monitor,ko,O,SmartChoice,Salesforce,77.6,@sophiasmith574,3114,37.97%,17.02,9712.27,6325,809.05,ISO-8859-1,INV-284960,3185,99.7216
8.51,79.4,4899,4.347617,-34.048519,19.9,98.0154,3998,XS,"$1,260,345",Influenza,d635a107908ab18a1eb92b55dd55faec1d9aa4f10648709f4178b4eb592ee1cb,17673.1,103,126.43,379.4,18734.0,6792038,false,424.1,17.65,87,CDC,2.99,api-18.staging.example.net,"$380,896,529",39338.1,50.4,987883898,f913e670b569e25b5841e77016843575d1112da9aa4cc69be534954c0639e4fb,90585.3,3722-5599-9543-8787,53.9,Robinson,6325.0,87815.1,Food,"-----BEGIN CERTIFICATE-----
sMH21EijV9Q4nbnKFmDmmnFWs8DWj1e6JLtIbiL0rkc4cBCL65QoOaBn1ClL4B/9
-----END CERTIFICATE-----",HOLD-2024-315,Support,BSD-3-Clause,approved,MRN-606664,54.9,12.12,23.3,Walker et al. (2004),9,13.268,44060,800.9,31,tenant-036,"-----BEGIN CERTIFICATE-----
UzPoBh7UFlPLvrj3VIQ5mvogP7q5LcROeC7TYG95qULN9T6o0ELc+ermEHGxpoUh
-----END CERTIFICATE-----",Low,357 days,Amoxicillin,-9.619831,5160.78,66128.6,-27.358166,INS-917132,France,michael.robinson,29359.5,Services,Reviewed and approved.,VaultKeeper,en,I,TechBrand,Salesforce,14.9,@davidthompson912,4281,48.59%,137.87,2009.9,2768,257.89,UTF-16,INV-819594,8688,99.7195
4.53,1.7,1090,-21.203797,22.349155,182.5,99.6307,516,M,"$4,417,699",Influenza,04461e091ac15ecb649590a31ef6877cc5079572c4f70bfabc8923f308bc9625,51683.2,36,114.38,331.6,54060.2,REC-577817,false,426.4,12.612,41,CDC,12.04,cache-5.prod.acme.com,"$849,452,339",18010.1,41.8,193967792,6aca35ef99d96fd0c44c271f44f8851b54823dc652e5a848b12cd8634dd29b9e,41729.3,XXXX-XXXX-XXXX-6199,99.6,Lee,4500.7,16830.4,Software,"-----BEGIN CERTIFICATE-----
+HNUSnJoEbSVEjcipsiMBjdtF7/hBpQmQ5tk3bWmwAASq5L9div9tSn8038AXbyc
-----END CERTIFICATE-----",HOLD-2020-948,Legal,Proprietary,inactive,MRN-866079,56.5,5.3,63.3,Davis et al. (2003),69,3.233,798743,9430.0,91,tenant-045,"-----BEGIN CERTIFICATE-----
56/voEcSgdCmNGzL5GjQtJV9A4Cb8POCDKpB57Xlb2IjLKGUQVP5CL+MlpqY8+67
-----END CERTIFICATE-----",High,34 days,Amoxicillin,87.630089,8479.2,49941.0,-47.882718,INS-488843,France,robert.miller,33973.2,Software,Resolved — no further action.,Sentinel Monitor,hi,V,ProSeries,Kafka,16.7,@lucasanderson149,3752,88.14%,220.84,864.53,5881,767.45,ASCII,INV-210340,7275,95.258
5.6,94.2,8081,18.488176,-39.551409,218.3,98.2451,1218,S,"$4,125,944",Influenza,bbd2ac4509d8f5543b01e268f6da70c055486aa0a80f7b89c0eec6a14d440345,99221.3,44,108.01,1169.8,12504.8,USR-741834,false,65.1,15.215,74,Reuters,4.38,db-19.prod.example.net,"$561,786,971",31522.0,64.1,920291415,8733568e7a0c7a5ee056f6afdfb020516dcda7a2a7979c55959f11b383e145df,83978.9,3790-0604-7647-5804,31.5,Martinez,8578.3,90649.7,Electronics,"-----BEGIN CERTIFICATE-----
RNSGnyu9xCaAxrgDIaxCsknZBjpCLv7gyW2KfCpSOVfhWYqPXwaDCLgHPjPdZMyq
-----END CERTIFICATE-----",HOLD-2020-886,Sales,Proprietary,inactive,MRN-206327,22.8,7.29,21.9,Young et al. (2018),34,1.171,825984,9160.7,48,tenant-032,"-----BEGIN CERTIFICATE-----
CtgRNLZ1eEsXGcA/TPdPZCvuZOiQbOMAsbR6H+FSDzigfUQ9JLFy2J4crjkC+NjS
-----END CERTIFICATE-----",Medium,75 days,Lisinopril,-78.319807,3911.84,19318.8,-77.51778,INS-689780,Japan,liam.davis,22848.8,Software,Pending verification.,Sentinel Monitor,pt,T,ValueMax,SAP,36.9,@lucaswilliams143,3920,14.2%,28.47,7429.85,9370,119.02,UTF-16,INV-896925,812,96.7335
6.7,54.7,1454,-2.64761,20.241485,121.9,97.5023,307,XL,"$3,453,983",Malaria,3bbcde5dbc96e633b0085a80dd74ffa976ea91dee9a7312d1137521b0d6cf40a,85592.4,18,52.99,1865.2,4570.1,7677873,true,163.9,0.472,91,Census Bureau,12.12,cache-13.dev.acme.com,"$215,326,548",26900.3,84.6,422041605,42b035215803221ceee3facd42e004fc47f16e97c037b32238e815fdbbbe8f38,19854.2,5927-2127-4868-5940,20.9,Brown,5354.3,70476.4,Electronics,"-----BEGIN CERTIFICATE-----
RcbTtz+7dbxJIGId5IXhopPLUV8uaHMXbTqaxzDLGKZujtliahnlYSq+6d5GIaUU
-----END CERTIFICATE-----",HOLD-2023-942,HR,GPL-3.0,completed,MRN-404902,5.5,13.8,74.3,Thompson et al. (2023),73,15.915,221956,8789.8,30,tenant-007,"-----BEGIN CERTIFICATE-----
55VrVr56yZnjNsROWJVW4oOpSePkaIXKHA0jQHkhi0x16laGRXlBtCwDtlLhzMtF
-----END CERTIFICATE-----",Medium,341 days,Lisinopril,81.414201,1486.86,145.0,-21.500167,INS-219408,India,james.clark,28907.2,Electronics,Flagged for review.,VaultKeeper,ar,J,EcoLine,Kafka,67.3,@oliverjohnson660,126,46.39%,107.66,3379.7,8100,457.27,ASCII,INV-500167,4119,95.3593
2.58,32.3,9162,12.235422,-53.499046,170.7,97.079,7013,XS,"$2,858,944",Diabetes Mellitus,ac4d8e942cdf3e553dac9071406f974ff1442e5ddc43ee3ead4c92ecfadb2000,89975.4,96,298.13,380.8,6382.2,REC-771217,true,316.9,8.033,74,WHO,9.74,db-14.prod.acme.com,"$446,339,454",37523.7,19.6,770284781,b6986564ef4217059a36ab548cc17c755c8f2048e6af3d02c0a8b865642e76a8,62982.3,4358-8485-4104-9082,61.7,Williams,1054.2,55794.1,Software,"-----BEGIN CERTIFICATE-----
lm5gIj1SFgT7v49Qt+iHz6xNx80hC5kEJYSuDpQO0aKgpsb1tTs33R7mCz814bAa
-----END CERTIFICATE-----",HOLD-2023-159,Engineering,CC BY 4.0,inactive,MRN-825788,59.3,12.83,25.5,Young et al. (2015),102,8.617,248501,5397.6,82,tenant-041,"-----BEGIN CERTIFICATE-----
B00oRS08jASKokhne7j7KWZXfNepSWSfIP0Y48AE6igUlwYz9O+Fd1KVTe21e5/P
-----END CERTIFICATE-----",Info,341 days,Lisinopril,36.150383,7851.8,42431.3,17.911778,INS-273779,France,olivia.martinez,33570.1,Electronics,Flagged for review.,StreamLine ERP,pt,N,ValueMax,Salesforce,4.4,@michaeldavis615,2935,59.91%,207.11,3572.88,8591,891.08,ISO-8859-1,INV-971360,8669,97.6074
12.07,2.9,2406,-20.360502,-38.651181,19.7,95.732,8552,S,"$83,846",COVID-19,ca625016234166a3dd7c02e7079a3dd490041445438668519e5261c5a0a983f0,85406.6,82,17.14,378.2,11623.1,2413328,true,387.2,18.507,60,CDC,6.78,api-19.staging.acme.com,"$237,165,714",13201.6,94.5,715657386,18910bcc05b127c76496b1322b5888fc23dbc9aab4a2cf5e1ea6b838d4efc3b6,84867.1,XXXX-XXXX-XXXX-4619,57.3,Jones,8251.2,11655.4,Hardware,"-----BEGIN CERTIFICATE-----
A9uiYr3FBjSuYkYdhcyMyyg81c3oM+IL3FHoXAEfezO1E3sfBFFNVKWpnAPuA7CV
-----END CERTIFICATE-----",HOLD-2024-843,Engineering,GPL-3.0,rejected,MRN-141004,7.0,0.42,44.5,Jackson et al. (2015),62,7.407,673563,6161.0,80,tenant-020,"-----BEGIN CERTIFICATE-----
F66UjJtPePlt4yvwNLtEoctqpREpqTTrCqj8/Gwu7mY/igaz24nX0hrODc7PWccV
-----END CERTIFICATE-----",Medium,256 days,Amoxicillin,-37.369963,8587.28,25870.0,51.66713,INS-324308,Mexico,linda.lee,37186.7,Software,Reviewed and approved.,Sentinel Monitor,hi,S,ProSeries,Workday,88.1,@lucasgarcia51,3153,84.55%,183.74,6046.24,3985,315.48,UTF-8,INV-715939,2564,98.1641
6.29,87.6,5725,-15.394884,70.33733,40.3,96.9495,1181,XS,"$1,175,740",COVID-19,b3a0b27852eebb0cb8754462d352d33141b6afe43319a67073b047a91e923147,84381.4,55,111.15,661.7,89027.6,ID-708403,false,90.3,19.38,90,Reuters,0.68,cache-12.staging.acme.com,"$51,768,672",11492.5,47.3,646784009,5b686e785dc0cf92c61443e96db6489e345608e88b165669af7a0c95fe8426bf,97017.6,XXXX-XXXX-XXXX-1683,56.2,King,4179.6,68141.7,Software,"-----BEGIN CERTIFICATE-----
SbdVzKlap3gDfIOy43/oLM/Q6Yp7vonSQ0QxMTJQm4HhmXeR7IPT/+YGy0SlSR5g
-----END CERTIFICATE-----",HOLD-2022-181,HR,GPL-3.0,approved,MRN-453885,71.4,13.32,46.1,Martin et al. (2021),33,8.457,730943,896.1,113,tenant-025,"-----BEGIN CERTIFICATE-----
ZbT/qCHaKADbKp8x38XKWIsqJHHXJIZiT+Gy2sm8x8uTXt5C5fBl3YfxWfpwkIvH
-----END CERTIFICATE-----",Info,334 days,Aspirin,-21.408058,1993.23,54172.4,14.699949,INS-721515,Norway,noah.king,48898.4,Software,Needs follow-up next quarter.,SmartHub X1,ja,U,ProSeries,Snowflake,35.8,@aidenjones374,735,18.48%,351.22,7876.54,7060,336.31,UTF-16,INV-545776,7024,96.4362
9.5,54.0,3505,20.470077,-73.229413,166.3,99.2779,4071,XXL,"$4,584,188",Malaria,d910ad0c0adb2e96c8ae2aeeca5624e26a7be55f0754a47690242aa9cc8d9145,49072.6,30,54.22,1614.4,86025.5,TXN-504222,true,401.7,15.711,12,CDC,11.01,db-2.prod.acme.com,"$723,902,228",35811.7,65.4,690480002,75f09581bfc1c7ee81c760b9d92d7438b3a5856c60fe2cda34024d6729d36d91,62727.9,3733-2475-2905-0010,90.1,King,7089.6,41111.0,Software,"-----BEGIN CERTIFICATE-----
i9j0sLgfBqt30g/Bo1X2RTSIf5q9LBIRVk5A+u+SYvpKmbU3Ns7K8zKPi4tkYiwx
-----END CERTIFICATE-----",HOLD-2020-993,Support,MIT,pending,MRN-766035,29.0,3.46,15.3,King et al. (2015),46,13.014,446929,6717.7,1,tenant-045,"-----BEGIN CERTIFICATE-----
10CC8HL6yZzee0PwvneIdDrabUkXJkvgh19uk3gOljCyRyQnIG45yhxLO+UOF+wl
-----END CERTIFICATE-----",Medium,238 days,Ibuprofen,29.798244,7342.89,1333.3,-75.280661,INS-262593,Germany,william.thompson,1091.8,Services,Pending verification.,CloudGuard,pt,V,EcoLine,SAP,33.7,@michaelrobinson252,3116,20.0%,319.39,2550.76,1395,215.0,ASCII,INV-244435,5261,98.8618
0.18,84.4,5094,-14.557779,-57.899173,14.5,98.4586,3206,M,"$3,053,911",Tuberculosis,cca663eecbcfe03a22335605970659ffcac1aabf133bff73a58405555a4213a1,77027.9,11,144.32,418.7,53843.7,1466125,false,343.2,2.57,8,Census Bureau,1.02,api-13.dev.acme.com,"$35,955,907",47428.8,11.3,352080071,f027e1c28ca969491e54fef555f1c29649b513ea89118f112829a7adfcafcbec,27161.0,3741-5263-9266-1612,70.5,White,2921.5,67436.7,Clothing,"-----BEGIN CERTIFICATE-----
9WkdYcFJt3jTHZjqJf2A7RWviqhk/XG0YJ2OE7t98EQaqFu5nAeAmyZiDbujYolU
-----END CERTIFICATE-----",HOLD-2023-590,Support,CC BY 4.0,approved,MRN-312829,24.8,12.56,96.9,Martinez et al. (2014),51,10.467,348977,3951.4,42,tenant-019,"-----BEGIN CERTIFICATE-----
Py3FmjRC76BEGlRHh6+pzJy875gKhqiKnCxAgxy9bZRBh1PrrLlmpNoFF6o4bEUg
-----END CERTIFICATE-----",Low,85 days,Ibuprofen,-68.312098,7021.41,93429.4,36.093404,INS-974513,Germany,noah.rodriguez,8165.2,Food,Flagged for review.,VaultKeeper,ar,T,ValueMax,Snowflake,60.9,@marygarcia92,3777,26.53%,259.42,1337.58,7162,817.34,UTF-8,INV-436376,6895,98.8306
3.38,99.0,6189,-81.956549,30.508307,110.8,96.9789,6711,XXL,"$2,096,487",Malaria,1585369b78623cf6d6badc9c5e70b120fc9dc20fa900ec371a00389abc14273a,15317.5,25,53.8,646.2,330.2,TXN-802074,false,471.2,11.624,109,CDC,13.2,app-10.prod.example.net,"$906,987,437",7513.9,98.9,162639689,b0b76e68505deafb7f0965aacd61af692f25e41bf48f0ffb82481f576afb882e,15696.9,6011-1733-6668-8661,8.2,Rodriguez,3577.8,92955.8,Electronics,"-----BEGIN CERTIFICATE-----
b8RweUVEb8o9BGuBtiTON78MEOo8dve9ebBIB8dd02btlY7VnX9iFFAEQ0U6Ey1M
-----END CERTIFICATE-----",HOLD-2023-269,Finance,Apache-2.0,pending,MRN-638303,55.6,9.53,38.6,Robinson et al. (2011),42,12.072,536391,6461.3,84,tenant-043,"-----BEGIN CERTIFICATE-----
GBFByvZ0yc1IHrLNWyDsx3mTytUTJgbz/8Jrs85ZPK8EFlOGeKSmVdI1zxPlPKlQ
-----END CERTIFICATE-----",Info,301 days,Aspirin,-66.559462,252.99,21447.5,29.780654,INS-326958,Switzerland,john.smith,24581.4,Food,Escalated to management.,VaultKeeper,ja,S,SmartChoice,PostgreSQL,92.7,@annamartinez437,1561,27.15%,71.37,4010.09,4123,188.01,ISO-8859-1,INV-565169,5195,96.3608
6.57,51.6,4287,-47.932393,-65.214758,81.0,99.605,7613,XL,"$936,345",COVID-19,56b0404d1117c87b3f5a3bebd82dda4015a3767d8fa7fb7c67c3c9f5c6a05380,62662.8,20,284.68,270.8,9548.2,REC-699016,false,103.2,7.095,97,WHO,12.75,app-13.staging.acme.com,"$231,339,615",19728.8,81.9,306423724,12b1156958c9014754fed49db8cbf99da70eabc3a781dba35805484daab49517,77471.3,XXXX-XXXX-XXXX-6754,40.1,Harris,7589.0,47025.4,Food,"-----BEGIN CERTIFICATE-----
g5CSgtUDtZa1wWRAmL1EvKD3nb7rZn6Dt/hOOBXF8a9lG3JSFR50xv8wi9G/ITuU
-----END CERTIFICATE-----",HOLD-2026-278,Engineering,Apache-2.0,rejected,MRN-949582,83.1,11.34,28.8,Clark et al. (2024),79,18.575,543330,9367.4,29,tenant-021,"-----BEGIN CERTIFICATE-----
yIwzK1Bz/hH2ZJ8yYQTrUyEiV6xAfGS9jIHwPYGfrvkRE9AujnctsvHb8yyxcKsu
-----END CERTIFICATE-----",Critical,142 days,Metformin,82.855193,7755.72,6962.6,-28.722853,INS-490079,Israel,william.lewis,12291.4,Hardware,Resolved — no further action.,AuditTrail Plus,ko,V,EcoLine,Workday,25.4,@lucasbrown794,4864,45.75%,134.2,2004.98,7084,969.37,Latin-1,INV-633476,1978,96.047
6.75,15.9,173,11.139745,-47.042942,193.0,99.4791,1367,XL,"$2,279,131",Diabetes Mellitus,a2fc5c45f7f8a92d994a28ec4c2786a337c462134a719d091ba87d11222992ed,56905.4,47,281.98,1142.3,77981.6,6458818,false,287.7,4.076,39,CDC,5.3,web-2.dev.example.net,"$947,248,013",11896.3,24.8,402793818,89df9414ec33e1a971b058dfc5b5193867f9c4753eb35c0eb28fbdbbc55df3b5,73428.2,6011-4794-3130-5479,41.1,White,7739.1,88248.9,Services,"-----BEGIN CERTIFICATE-----
A3S8tMavO/eZdC+oQITfP3V6Grl2A9A3XvnAt9Uj6PrUHQDyPv9YSdm4eYvmcJYq
-----END CERTIFICATE-----",HOLD-2021-327,Marketing,Proprietary,active,MRN-960786,24.3,2.0,67.5,Smith et al. (2024),69,12.33,937259,4584.6,50,tenant-040,"-----BEGIN CERTIFICATE-----
XTOP3SW7bSKrSfLjRkxYeiHKcHaXKrr01gaHVFyV26HHknPviFDYN4AGgTkKGhYt
-----END CERTIFICATE-----",Info,319 days,Amoxicillin,21.217691,2373.05,30278.5,80.58887,INS-803468,Israel,ethan.martinez,16981.6,Software,Resolved — no further action.,StreamLine ERP,ko,K,SmartChoice,Snowflake,36.3,@lindalee956,3477,54.46%,31.1,3985.66,6258,831.87,UTF-8,INV-424151,3427,96.246
11.47,21.5,2826,17.697467,-63.659247,240.2,98.6044,6876,XXL,"$3,533,286",Malaria,5eb97577ce0d2bbfe5386eaefcb3513dfa05390ad2aae5a278cebb6c13ef3503,43599.4,101,196.79,683.2,54459.8,REC-702569,false,146.7,1.165,52,WHO,4.54,app-20.dev.acme.com,"$196,102,924",35082.3,2.3,387503408,eac4838db00f0fcb254ca90c7a964c92d980b2824cd6e0f3aba9442223360d99,8981.0,3752-6666-3659-1933,95.6,Moore,417.5,26637.6,Hardware,"-----BEGIN CERTIFICATE-----
duwXdid3/LSk8ytc7zrnUJXAuts1oE5A/gIQBHHKS6R9t+/V4TERHf7aeNE1nlNB
-----END CERTIFICATE-----",HOLD-2024-992,Operations,GPL-3.0,rejected,MRN-641297,81.4,10.61,47.1,Jackson et al. (2013),108,5.124,697874,8491.0,72,tenant-006,"-----BEGIN CERTIFICATE-----
l7E3TH2He2nKJOxol57lQhcWubpKRsm6wKznQ0HnCUhJdksOihaPs6fwZ3W2sALG
-----END CERTIFICATE-----",Info,264 days,Aspirin,-53.517621,542.81,42893.8,-8.721694,INS-104308,Norway,patricia.wright,19334.6,Services,Escalated to management.,VaultKeeper,de,B,ValueMax,Salesforce,70.8,@sophiarobinson240,4175,16.97%,215.25,1047.51,4728,711.38,ISO-8859-1,INV-262734,8056,97.8242
3.88,47.5,8275,-1.101935,-84.734454,79.5,98.9207,7522,M,"$4,446,130",Diabetes Mellitus,decf0fa3f19db973895392fe5184b25aa202d85a4907b00acce1db0be7669f40,8268.3,76,61.2,1320.7,2961.0,2763826,false,74.4,3.287,73,CDC,5.45,cache-11.prod.example.net,"$794,971,991",3313.8,64.5,550253603,1d33ffc686350c465c411d48adf08a085f1dff6381f8ddef82b1ddfd3a55ddbe,67648.2,XXXX-XXXX-XXXX-3436,6.7,King,5585.3,11689.3,Software,"-----BEGIN CERTIFICATE-----
AJyV/Yd58p4C0MOJFX7A3gPqWht9VIHIRIRF8/69yy/WyTP4qVLQBqOq3KM3u6xY
-----END CERTIFICATE-----",HOLD-2024-613,Sales,GPL-3.0,cancelled,MRN-690050,52.2,11.65,10.1,Williams et al. (2018),105,18.14,100147,3613.1,23,tenant-041,"-----BEGIN CERTIFICATE-----
DqD5cNm4hu3EPcZR3h24jvEUhcrYKfwXTD/fgpJaCU2HB43DKi4oxx1zy7kJR7NH
-----END CERTIFICATE-----",Info,66 days,Amoxicillin,-52.616674,7241.83,792.0,-37.966367,INS-768186,Norway,olivia.martin,17325.8,Software,Automated processing complete.,AuditTrail Plus,ko,L,EcoLine,Kafka,23.8,@maryjohnson216,1787,70.34%,212.07,7493.36,6468,681.6,UTF-8,INV-215622,2678,96.9703
4.02,89.7,8953,-11.278123,27.135645,185.0,97.3911,1507,XXL,"$3,500,405",Influenza,d8d4566200624476077faf96bf36b09dd0bc4ab3be2e354718a0a983b9083c78,81941.7,6,158.04,955.2,36413.3,7296775,false,214.9,15.014,23,Eurostat,4.88,app-13.staging.acme.com,"$969,782,802",8235.8,65.0,840797455,fb90050c5217517fd5f00961892f9073e82e5f16f4b705fd557a8c65ac691f81,85397.1,3705-3749-5338-3800,38.5,Robinson,7395.6,71527.8,Electronics,"-----BEGIN CERTIFICATE-----
XlcFeZV6sM4qUTrV6KAV+CaRxFn4wg42A6SLTCLMJt0GQrbCglneFpVkzofcegyO
-----END CERTIFICATE-----",HOLD-2026-616,Support,CC BY 4.0,completed,MRN-963620,96.2,11.02,1.2,Harris et al. (2002),117,11.122,698272,7000.5,40,tenant-016,"-----BEGIN CERTIFICATE-----
NEpUxmRPmCKzPPwXD2SAu+79djXpne7ufCaGQbdpRb1WrlKFEWziWA7GkdV6ZNsF
-----END CERTIFICATE-----",Low,120 days,Ibuprofen,39.533396,8677.22,72336.1,-50.297641,INS-199440,France,emma.lewis,16448.9,Electronics,Needs follow-up next quarter.,DataSync 3000,hi,B,ValueMax,Kafka,67.3,@lucastaylor260,1327,11.8%,326.83,1906.64,8628,229.18,Latin-1,INV-437848,8189,98.8692
1.58,33.2,2256,-77.342912,-59.559866,112.1,98.7456,3963,M,"$2,093,973",Malaria,ffd084254edb526ef4aff7da5a2821eb22fc7001f59d1b941045f36fbb8e6f22,80916.4,118,132.55,212.2,62460.7,9510023,false,240.4,10.293,104,Reuters,12.79,cache-20.dev.example.net,"$81,833,245",27002.0,26.5,359344647,3918b1fd93ddf6255825e6729f6d7a68a2c6bd5a10f0799680f7a5a8c4dd2129,80297.7,4451-5782-0003-6696,92.8,Smith,1409.3,95150.7,Hardware,"-----BEGIN CERTIFICATE-----
1A/Kdz+yMGsmsX4N7qCZe18vknTZZvA+LFmOVqM79gep8HapHJUq9/ZAwEPPEVn/
-----END CERTIFICATE-----",HOLD-2025-488,Operations,GPL-3.0,approved,MRN-147689,71.6,0.44,33.9,Martin et al. (2002),49,5.615,903560,9842.0,107,tenant-018,"-----BEGIN CERTIFICATE-----
xUD78PjepZKLERkSxKI9U1Q7tk7eVXjqweU6cxaHCHoJDcnyimlRDLV9Kk28rI2r
-----END CERTIFICATE-----",Low,335 days,Ibuprofen,-84.61284,1950.62,92748.7,16.204665,INS-311431,Italy,robert.thomas,16049.8,Electronics,Resolved — no further action.,NanoCore SDK,fr,H,SmartChoice,PostgreSQL,52.8,@richardmartinez392,1346,28.28%,317.91,8185.56,8165,376.59,UTF-16,INV-776937,4033,99.3351
7.25,35.9,2873,-66.646673,-87.269274,194.6,95.0445,2691,L,"$3,100,027",Tuberculosis,378a799d65d5fd3e9b39e87c5375f53220bf60bc6602c0df1262fd35da550250,61906.8,57,165.84,875.8,54445.4,TXN-587096,false,391.9,6.852,97,CDC,3.55,db-3.dev.acme.com,"$788,342,715",46305.8,7.8,772292762,43640dbd96a33d77113c4161eacb8c37ccd9dd5aa6581534d454a15dacf4a27b,97278.8,XXXX-XXXX-XXXX-3648,90.3,Walker,6524.8,15229.9,Software,"-----BEGIN CERTIFICATE-----
ZWStMXIo1DcVTuaI6MOwEAQVzAVdhGXRBJAjHKitCEV5JlTj/Kg0ozrAhXsPY2Ko
-----END CERTIFICATE-----",HOLD-2026-966,HR,Apache-2.0,approved,MRN-830476,61.6,3.29,92.2,Clark et al. (2005),78,6.514,532980,33.5,95,tenant-035,"-----BEGIN CERTIFICATE-----
Bptpxn14cykmG2VJIHcmPoY6VeI76QTzhl3+iQs2P4TvUVNJIT0ouWVWdZ3eFb6K
-----END CERTIFICATE-----",Info,18 days,Ibuprofen,-79.997498,1767.89,35910.0,61.567705,INS-612524,Switzerland,olivia.lee,20860.9,Hardware,Pending verification.,FlexPay Platform,en,X,ProSeries,Kafka,61.5,@lindamoore224,442,21.06%,335.93,8531.92,734,193.82,ASCII,INV-970574,2972,95.3901
