duns,elevationAltitude,field_pty,iata_cd,VEHICLE_IDENTIFICATION_NUMBER,p_miaw,iata_code_data,FINANCIAL_FORECAST,iata_code,weight_mass_126,iataCode,v_weig,dim_investment_account,v_516,IATA_CODE,d_iata,open_source,p_vin,var_iata,src_distance,vehicle_id,raw_iata_code,weight_mass,distance_118,dim_vehicle_identification_number,insuranceClaim,continent_info,weightMass,correlation,WEIGHT_MASS,field_909,measwt,vehicle_identification_nbr,vehicle_identification_number_info,vehicle_identification_number,distance_field,distance,val_275,col_941,PRODUCT_NAME,noise,x_mje,date_time,iata_code_data_2,dim_iata,power,VEHICLE_IDENTIFICATION_NUMBER_2,mbbsj54,IATA_CODE_2,f_first,iata,vin,var_empl,v_weigh,dcj30,mkytfh40,attr_key,hashIdentifier,COLOR,bwr92,schema_table_name,CHECKSUM_HASH,iteration,customer_iata_code,vin_2,lybdy77,measmem,ruleConstraint,iata_cd_2,measdist,iata_code_data_3,weight_mass_134,customer_vehicle_identification_number,PARTITION_KEY,iata_code_2,iataCode_2,range,vehicle_identification_no,var_tf,vehicle_identification_number_data,filePath,fact_distance,IATA_CODE_3,hvko52,distance_raw,weight_mass_field,iata_2,bldtype,vehicle_identification_number_2,airport_code,cusip,v_key,c_649,fact_iata_code,iata_cd_3,distance_2,vehicleIdentificationNumber,p_iata,distance_3,FOOD_INGREDIENT_NAME,VEHICLE_IDENTIFICATION_NUMBER_3,medical_procedure_46,weight_mass_2,DISTANCE,f_enc,valrule,iata_code_3,user_social_media_handle,SOFT_DELETE_FLAG,iataCode_3,artwork_creative_work,comment_note_38,weightMass_2,latitude_info,mraru96,IATA_CODE_4
927435926,2028,GVBWI84NAZZ76K2HB,PST,OLX1MA93WVZPWKQ5W,858.15,JIO,Q4 2025: $20M projected,OVD,554.59,WTT,3.81,INV-407912,Ms.,IYX,GHS,GPL-3.0,3N65XHT4C1OP7X5WF,TNZ,2228.5,ZZM7RXYBZZOC7F97I,LSZ,964.42,2779.4,4LW60X29DMB9K1F6U,CLM-890914,North America,834.5,0.3343,895.03,GRZ,847.59,7V3AMQJR4UMC945NU,1ROS0EZFBK0E4R18Q,UJ9PHUV9YRT0J6YVG,1386.4,7331.6,994.71,53VPD0NLXQRYI0UG5,FlexPay Platform,123.1,5812.6,2021-11-20T00:00:00Z,LLZ,EEK,28336.5,IWNXJYT0K25ULGHAP,XTX,NCN,Oliver,WYU,19YN36GVT7XC603VZ,EMP-12420,48.36,8396.7,IYE,"data, reporting, automation, performance",51f9a43a1c0c682c0760bc4d518b8310f721fe87a094919f6360c7f3e175cb09,White,patricia.harris,analytics.events,c1527d40ad5cefee9794301b87cebe9035d57fc12d4c974df71aafb2fc76919e,4.16.80,ZGP,303SV54864SE4SYT8,0.41,31.0,"status IN ('active','pending')",ITM,1179.7,YGO,29.73,M9SSGXLQ4EXC03GUL,dt=us-east,FKZ,OHL,5972.2,XNL1S3PSX77PFFE6E,1451.4,B2M16RRUVVD8KQPOL,/var/data/daily_481.yaml,2309.9,SKY,1568.1,1756.4,177.95,SKP,A+,HVAFW7M5OREU9ZJ5C,MWR,LPO07M9HL,"automation, integration",2022-04-07,PVL,BRJ,4017.3,V76S8XXWITI088N2O,IKW,9987.8,Curry,Y1E2EZBXRAL3WRUWB,Colonoscopy,464.38,6562.0,UTF-8,BETWEEN 1 AND 100,ZIM,@noahmoore149,false,XNG,The Scream,Flagged for review.,102.67,87.283909,"[25.58, 69.5]",OGV
484675382,7039,4IB8N4M47XLA8UW0Y,MTS,D046ICZLJ0JSX1W6N,522.33,CSZ,Q2 2024: $9M projected,LJL,469.54,KMG,783.16,INV-167098,Ms.,SYJ,YIQ,BSD-3-Clause,LR39KYZRMQ5DCJI6S,CTY,5440.6,QU1T51B3JCRQUMLSG,QZU,884.48,3064.5,IA255OOI2M8I1DP8R,CLM-714371,Oceania,973.17,-0.0838,332.43,JTB,647.58,XLJEVE5MQ0XREIWU7,67NINOG7T65W8YYHT,ZN9PKWUO3B238MHBD,7396.3,1966.7,971.07,TJFIVJXGWXLM07IDP,NanoCore SDK,70.2,7829.2,2024-05-15T00:00:00Z,MQS,ETM,25494.5,J0D0XUM3OSIOQAMN7,DKV,GBV,Jennifer,FVL,8I94I6FQ15LK404UP,EMP-63967,120.06,3473.8,CRP,"data, cloud",1bae43b6541d99bca937f40a807df0d12d228de59a0872caecd415e946fcd65c,Purple,ethan.thomas,sales.orders,cb497cf9530e1b086598448dbb514ce8c0d131852b003c8cfc3961266c3cff11,3.17.92,KTO,TU0QURBS0W9GD9P52,5.49,93.2,amount <= 10000,WAK,6784.3,QWB,279.3,ACWI0MBZ89876WWL0,dt=acme,NJF,YNQ,3876.4,R97MPM5QLKQNQUTNX,1993.3,ODGCP17VZFE00UUAS,/var/config/daily_163.yaml,2376.4,UVR,8272.7,5552.5,693.38,BNR,A-,94DZY1ZOZ7HQX2N7K,WWH,V5DBULQ44,"reporting, analytics, performance, scalability",2020-10-05,MPZ,LMW,8673.2,XD2QC7AEZ7BJDPE04,QZG,8292.5,Curry,RHH1EZ5K8VWPVWON8,MRI Brain,273.51,7595.7,ISO-8859-1,BETWEEN 1 AND 100,OQA,@harpersmith309,true,TMV,Water Lilies,Reviewed and approved.,149.6,-82.437088,"[37.5, 77.26]",OBA
415869373,7310,BN0D92SVS21P4HIXB,WEX,ENX8YH8Q8X3Q11P3Y,189.02,CNO,Q4 2026: $67M projected,KJR,615.81,XWW,923.48,INV-438224,Rev.,RQC,HII,MIT,KZCDXXVIU4K9LGVKN,JKQ,1135.4,8BEWD6W5CS0ASI2SD,QLA,883.1,1170.9,SIYZE9RCATEJJ4CHP,CLM-794094,Asia,139.79,0.8218,984.84,VMN,535.07,NG7BVUEWBOY35MGQ0,U6B3ES6NCLKLUQ460,OT6HZFFVJKVDFUEBT,6510.6,5034.3,749.09,NHPBMOSVGG4L80Y3W,StreamLine ERP,2.2,7943.4,2021-08-31T00:00:00Z,ITC,PRT,9049.2,4BL7J9MGLDBMEJVZX,LIC,XCV,Elizabeth,IJB,5AEMTWCJBK6TB69FH,EMP-15040,548.99,4947.4,IFN,"compliance, security, performance, integration, scalability",d537b86542c6cecc0bb3714de1ba6cf97f0d52c07c1ba9fc2d709c1c57fec752,Yellow,logan.anderson,sales.orders,b6a08c6907a3036f211dfce1fc6b80472fa3c3772370b6317702b9bf01202f8a,5.8.47,HJK,YSW1D5B6I6C26YG7C,8.55,63.0,age >= 18,QNE,6522.3,MCR,880.83,AHFP7EM9DA3X7TLFF,region=2024-01,XBP,PVB,8721.5,EI26DM6DSEFW25PE3,1184.7,FOGGYA3QUTE1FQHP3,/var/uploads/export_691.json,6299.2,BIB,98.9,6822.8,988.8,VLA,A-,B05ZRU6TFYWT7998C,JKY,4XA93SG4D,"scalability, automation",2026-07-23,DRN,KPC,336.8,0NSTHDUGG2RP84WRJ,INZ,2757.4,Salad,G28IFYIPAW3PS0WY2,X-Ray Chest,712.81,2061.2,UTF-8,MATCHES '^[A-Z]+',NYQ,@annaclark57,false,GUT,The Persistence of Memory,Automated processing complete.,184.67,7.400356,"[17.34, 63.32]",VLM
573742775,5786,BT8EA90NVDFVQO8JK,TBU,RHEU2GYYKQCKV3VB4,381.29,BDK,Q2 2026: $74M projected,LGE,151.17,IDQ,403.9,INV-540738,Dr.,CBU,KVY,Apache-2.0,ZL9R2TJP8NHSDUDUM,MLS,2978.3,CRG73RWJHB9YT6D8S,PQY,832.3,504.0,SGFE62H559JJCZKDI,CLM-676815,Europe,112.75,0.2123,451.66,PRW,437.86,6OLS8EVH7ALCGNUSK,XBG870K6M3U1ND9TT,BFJKA80F7KH6IUTEK,4714.8,7873.8,937.63,H34QQAJUAETD6LIB5,Sentinel Monitor,22.1,7146.8,2024-03-14T00:00:00Z,HWV,PUK,48851.4,Q1HMEHMTISV3Q06T9,RQN,NOP,Anna,MBO,ZT12BO0Y552E99CXT,EMP-10789,194.24,2455.3,BES,"security, performance",48cce9fc8154eb54504a458ad35e911e1e43249da51e482f75d63f69a8b9900e,Purple,david.martin,public.users,72d72383476d3bafe90ebe832bd83ff5b9d2a1b9271f1b230fd124c19c5f838b,3.11.71,RAK,4JU7QIBP1GBG7RHK5,7.11,31.9,NOT NULL,XVZ,414.5,QAM,658.79,T3K35SL4PV8YU9OY6,dt=2024-01,MVJ,IUF,8073.9,T8K0U02NC6S5DPFXM,1147.0,YKELT3KU0SHXIEF9K,/var/data/daily_152.json,568.4,YAD,2142.7,5983.6,50.74,XYA,B+,8CZKEWCT04D8CMKM2,ZCI,FHXS6MLY5,"automation, analytics, security, monitoring, scalability",2019-06-13,JJL,VID,508.6,4BV8M4TB0MVHA023A,LHS,8303.4,Pizza,U5VFTSAQUZ4QY0K7A,X-Ray Chest,885.24,3954.1,UTF-16,UNIQUE,WQW,@harpermoore35,false,TWM,The Persistence of Memory,Needs follow-up next quarter.,835.34,8.121332,"[39.29, 80.42]",DZX
910645548,952,DOTQLCO64DPZEABPR,TTA,4E09KW1GFYOAH5D8X,738.97,MCL,Q4 2025: $52M projected,NVA,50.39,OEA,339.3,INV-411913,Rev.,XOE,DVR,BSD-3-Clause,NPVAG2MNUEGUZGYNH,FVZ,2875.1,RB4N50K08I2MNQKZ6,TDH,458.8,1414.0,F353RIUX6H3HOQVKK,CLM-174358,Antarctica,348.27,-0.5704,525.69,XMV,82.16,D3XEAG2A4PMQTZSR8,FZWW9AB14GRGAJ3M1,UELODBK2APHJA583B,9888.4,7611.0,639.91,CGCQXS3IPM7FBF4HU,Widget Pro,92.8,1548.8,2018-12-30T00:00:00Z,ONK,VGM,21377.5,3Z9MM1DKPHP1B7DDV,FXF,DTB,Noah,LGI,BPHBA186BVJAPOK4W,EMP-58964,429.42,8831.5,XPM,"monitoring, reporting",e2874b6b2b6bed842ab76eb2803f8720fd5844a74a9afe605e797c47b7b8de95,Black,david.lewis,hr.employees,d926bc340ba245f8e7c77b884e32912b2e98df7f8418b7090575aec708ce8291,0.14.16,QXB,VT8KR0U2QR91V3BIJ,0.48,55.0,NOT NULL,LFQ,1940.4,KYP,977.35,HNA59ML1HSKV5AQNB,dt=2024-01,IED,BAQ,7191.5,K2KVGUDMKOJCDBUHK,623.0,EITJB1QWI6EMCLZ7I,/var/logs/batch_247.xml,5982.7,NPN,8957.1,8738.3,571.99,LTR,B+,40RRDKU3P31ZENI2X,DYX,QGDO16J7L,"performance, integration, reporting",2023-07-06,KLF,HGM,6933.4,XG98NBCXOD4PAOD6M,ACR,9379.6,Pasta,SXHTENZ6FSFOT235L,Blood Draw,853.55,1727.1,ASCII,MATCHES '^[A-Z]+',GAE,@lucaswright449,true,KWS,Starry Night,Escalated to management.,327.99,-6.398331,"[18.09, 98.06]",MQI
862898475,8321,B5FIT09OELSEDPJKL,KMH,IQ7N4ZWICONINS6HF,269.82,JEH,Q4 2027: $57M projected,ERJ,578.06,HCX,970.95,INV-708026,Dr.,NXY,HRI,BSD-3-Clause,7K4Q5Z9MFWSKNUTC2,WMW,7322.9,Q9PKGG8VGG6XK72H9,WLQ,613.51,2920.3,I9LWVEQRQPU1P3O9A,CLM-678297,Europe,907.71,0.795,608.84,IWO,691.55,80422I2T9S8SGL4KI,K9B1YRRCBUE8HL24Y,S1JF9D34J3CCOJYPG,5529.1,1654.2,613.0,IWPCWSXBEBO99PGC1,SmartHub X1,45.9,3783.5,2018-12-03T00:00:00Z,GUI,KPB,49428.0,KKQD4U8W2B892I2ST,DMX,QXN,James,KJE,VJ6YVFAJJMBISU3QK,EMP-59704,270.71,1299.2,AFD,"scalability, cloud, integration, analytics, reporting",0611cfcead4b359a8c2620db93b28d7ecb8fd8b74c75fd123d786228f54ef82b,Red,amy.johnson,analytics.events,28ffa9fc7f9259a40fb37c3d2d836fc165995a7a01d950ffb8e756d3ed99d6fd,2.8.87,VGA,7T3X7DQJ4WYZMIRB2,0.04,4.0,NOT NULL,UYK,6141.2,PTV,359.47,BKV8UW308IVK2KHGV,region=us-east,PUQ,GST,831.4,H49Y4027W7MY8NLT3,454.4,HHXJFZLALBLRAF7HJ,/var/config/export_394.xml,4780.3,XJP,3382.4,1887.0,878.34,RTU,AB+,ZLNUY5MYJMEN5RCC2,MQL,VC3E5YVRK,"monitoring, automation, compliance, cloud",2021-10-26,UQP,LSJ,8909.2,GFFGBXPPJCTITLDST,FDU,543.8,Tacos,2H4BBQWWMA4XBQ80B,Blood Draw,408.89,1549.1,ISO-8859-1,BETWEEN 1 AND 100,AKG,@marymartin102,true,WVS,The Scream,Automated processing complete.,905.67,-29.747597,"[39.21, 66.64]",QXH
551152511,1537,FSCSGF823UMAIHB7Q,LNK,NNBD2OZCN23RB6ZLX,275.74,OXO,Q1 2024: $11M projected,UXW,147.51,VPO,692.25,INV-306393,Hon.,FFZ,SXL,Apache-2.0,5TH0C640KAJ4XM1K7,KHS,4002.3,FIR7MVYMHD84HK8V9,FBY,573.32,1872.3,TRP0A4CVJ4KXMXXS1,CLM-309922,Oceania,837.68,-0.1444,500.89,WBM,878.96,29J8WAZG5FOAZVCX9,34E9VKOGQ89O6UQOI,KHQVFRDMNXDJM8EJ9,6536.7,4795.1,84.59,8CWHYPK784MX324Q1,DataSync 3000,43.1,8285.4,2021-12-24T00:00:00Z,VSH,TAW,45079.7,69VESUPMV86L4GZF8,UZB,PPN,Sarah,BYN,WSTX04ZR9MV5BBQYB,EMP-42098,151.02,411.6,PYR,"automation, cloud, data, analytics",9cb45c4210228e0067b87f2fa0f6cc535d9dcc72acdbc4a8dab2d2f72d5c3a34,Red,liam.lewis,sales.orders,2cdcaec5594c94ffd978441dec57b6d7464af80bb3bff37038b3ff5f84ae9661,5.10.40,YWP,WJ43MRXASX2KU2NIO,6.49,48.9,amount <= 10000,ZZV,4724.1,NCX,139.67,4ND0Z0V9RDEEVZ8U7,region=2024-01,PVL,VZR,1389.4,ZEBJIRP2YQ2ZPSX5W,1053.3,CDEKGXUZAJIRSZ5XB,/var/config/batch_436.yaml,1639.8,MVO,3966.3,4316.6,210.79,XMK,AB-,AD7LADMU9ACKSMSGM,BSF,I3ISWK4PW,"scalability, compliance, data, analytics",2021-12-12,LKF,NJO,4691.1,6XE7NOKWW5TF5JWTS,MDW,7232.7,Tacos,KF03CALD9KY4YW8UQ,ECG,618.46,9740.2,UTF-8,CHECK (val > 0),ZRJ,@emmayoung178,false,RJD,Starry Night,Flagged for review.,788.67,-57.518817,"[24.4, 60.42]",LJB
927080693,7270,H8AO43AYJF2LKJL5A,RCU,HR675GI46Y4W1XGSN,227.81,EKR,Q4 2024: $68M projected,HPF,356.13,VWF,275.57,INV-221496,Prof.,RTU,FAW,MIT,AJG8ZOI0WLLWPWQL7,SUT,7243.5,JYAOTHCDNJ203O2Y5,ZQY,146.12,8876.7,LE6MA6IUVTWJHN6RE,CLM-739129,Oceania,627.07,-0.6539,704.37,VSE,370.21,YIIESR5XXK2XJVVQ5,P9VSYTU6KXW4TUDY7,Q85IFD3C9G2M0KDAS,8072.7,4889.9,20.56,I8TZISI46QLXG39ES,VaultKeeper,106.2,4885.3,2025-01-30T00:00:00Z,BCF,AAP,29917.1,7OFRMDNQ8S4OCFA9P,VYN,LGK,Mason,RAP,BHEGTN7GODLL5ACGJ,EMP-15746,684.09,877.7,QQM,"data, security, compliance",d7533f9cfb8c24001c680da2578ed2880e9a560558db7798c8c5e5f29f2c5568,Brown,noah.smith,public.users,2a263f3cf8863dd9e97e1d7e6af6a11ce765b1a3202b09ed10ee23d4bc89ebdf,2.7.75,UEM,H059J7DQ9QW0WDQYB,0.73,34.2,"status IN ('active','pending')",JFD,9802.2,RRR,748.59,ANGQO84PSAPGM1MP5,dt=acme,WIT,MEM,98.6,FZOBE4TCPAFE3516I,1968.1,0IASZ3X29GZ5TBWAM,/var/data/daily_758.parquet,6988.8,GBM,1168.8,2953.5,609.34,XOL,A+,I5AXZN0KBRJATZH9U,NVV,IU0D7PAO9,"analytics, cloud, scalability, data, compliance",2024-06-26,OVA,FFF,589.9,XK79MSV2Q96YFC5D1,ZAB,3694.3,Tacos,BH09PCAGOME320K63,Physical Exam,360.71,9101.1,ISO-8859-1,UNIQUE,YYP,@susanjohnson994,true,ORW,The Scream,Escalated to management.,346.58,13.390608,"[4.45, 65.56]",JUP
117961390,8451,FRLAWZYMVT2S5HP65,OQV,M5JTP94OLWKFN8DTR,867.14,ETZ,Q3 2025: $23M projected,MZE,613.09,QJO,769.54,INV-915485,Dr.,WFB,DCX,CC BY 4.0,PVPCA8JII8DYLF73S,HZX,3409.0,GUK8N3WZ1C985ZOR2,PUM,967.72,3184.3,5LMHS0MZGCVEPZBKF,CLM-109064,Asia,116.65,-0.0316,471.51,IPR,450.76,KH8EU2US3GQPNB580,NZF5RLTA02V6CGXGQ,E81LT71AAEAOZL416,6175.6,2537.0,689.31,8ADCHABVQQHH65HQD,VaultKeeper,52.0,3282.7,2019-11-04T00:00:00Z,JDF,MZI,10239.0,HLEIWKUG66K9RTS3L,MRW,UPJ,John,VHB,RD436IX02UB92KKC7,EMP-52573,957.86,9267.5,JYU,"compliance, cloud, security, automation, analytics",5de3b5ed40a57986df60b7e35f5dced5488bdf4551dbbddada6fbf21c7adc250,Gray,mason.lewis,public.users,50d0c28c80e2c5c96471dacc6fcd60848e6c470766542aa9c235cedd53ad3715,4.3.19,AVW,CZ9UZLGXNFOL0FHU2,2.27,81.3,amount <= 10000,OLW,1195.9,GVR,867.43,TNR26DXNRKE5T42P7,tenant=acme,GCD,KEJ,3638.2,IUDH9I8YK6PKURQL6,1607.8,U9LIDQFHB48BDUTAD,/var/data/batch_683.csv,4457.7,MMG,5149.9,9265.5,542.29,QJA,A+,GSJ0HGTG178BR6XRI,WGV,IOEGPSBJM,"security, performance",2019-11-30,YRY,EYT,9072.0,CH96E1O3WTMQAKZOU,WBC,9862.8,Steak,9LIRLC2YS7AOCK92K,Physical Exam,486.14,8587.1,UTF-16,BETWEEN 1 AND 100,DUM,@michaelmartinez962,true,UMU,The Scream,Flagged for review.,440.01,64.383271,"[12.92, 86.11]",HCY
437232559,6406,2VYKNT7BG5TEEX9ZB,IVM,9HPVXGKB2KC0TWAUA,886.8,PWZ,Q2 2025: $83M projected,SVY,768.59,ZAB,919.31,INV-106359,Mrs.,JWA,OZM,CC BY 4.0,ZUYZV0709MZLMBGLG,DPZ,5660.1,76JGQOZV50HTT9IZP,ZTV,782.66,142.4,7YIL5LFFWN76ZBCDT,CLM-752009,Antarctica,619.49,0.0952,901.22,BFG,273.04,JI3594VZTUWA31HPP,3PE3PNIHJ7KXVSL9T,JM1BKVRH6WP4KH6SN,9513.9,5310.8,952.03,ZXBLVWWYNXL52M3WO,NanoCore SDK,105.2,3713.3,2022-04-23T00:00:00Z,XBT,TQU,20767.9,VEZ621D60NFVZ6OY0,ULF,FVU,Olivia,GUY,UF4UKF8NKWGN7KQWE,EMP-20482,778.54,1287.0,LWE,"performance, integration, security, analytics, automation",9a807687e165d3c213567be7a19a770ec9bafcf55b48f9038ff2d873ff18cbad,White,jessica.rodriguez,analytics.events,704b7255e3db904b3fe9b0ab2172d920f42fe155968e0d6e719598ed734f9210,5.0.33,YWX,XJERNRLZMHBC2RTOY,5.83,93.9,amount <= 10000,VNC,3776.3,ZGH,492.88,G6R2G7TR7T8UI8Z8M,region=2024-01,UJR,HXE,1606.9,GG7GUVUTGMT5EQRZJ,1399.7,FPOWX32JXRVCVEBEA,/var/exports/daily_670.csv,4142.3,OXA,4714.7,9857.1,610.66,VGP,AB-,LIPBXDOABK78424SZ,MGR,68H3847U9,"compliance, scalability",2022-02-05,XAJ,ZIE,6326.7,0U5HNW77HWI8LT034,RQH,3264.5,Pizza,5VDBF99609VQSVMQ3,ECG,976.13,5186.8,UTF-8,BETWEEN 1 AND 100,XVT,@lucaswhite240,true,QOE,The Scream,Automated processing complete.,700.46,16.610922,"[22.99, 98.61]",PDV
285460809,3386,3QIT5NXLS5ZDWTRPX,QRA,UJY5G3AGTLEAZ8DNS,649.36,KCU,Q1 2024: $71M projected,WKF,699.62,IFX,953.11,INV-193552,Ms.,OCY,MDL,MIT,99Q50CJK83GEF12GN,VSB,4106.2,AG9INYKHFBLDG3NU8,IBU,790.4,7956.7,ZSL0I2PUK3BCHPR4Z,CLM-678743,Asia,583.78,0.6612,101.87,CUN,912.88,D4F1IU6RB0STVJMDU,2OZOUDJF6UD1P38V4,KU6YCBM3T42BPVA5T,6267.4,900.0,944.26,P4JYIYOYD4JGO39HF,FlexPay Platform,2.9,4002.3,2021-01-06T00:00:00Z,RKH,TLY,31212.6,7HEF635BTP24MV1SD,LSM,LNU,James,AVN,K5J4169HTAK6V4IL8,EMP-70843,47.57,732.6,QOU,"monitoring, automation, scalability, data",006b327ff43f6ec7dd3e61b739481729afec99dcd3bab0ddba8b81749482c82e,Gray,emily.young,sales.orders,a19768151562a115798335a20028e8b02f31ba6d6c98f678feb1f7b7a815ecbb,1.11.9,HKQ,6RPDZA6BNQ42R7RGO,1.4,53.0,age >= 18,MOE,6812.7,IED,879.09,2JH2A7W7V6LXGJWC1,region=us-east,DRX,GAW,7963.8,XVSQ8LLQRQWBKWLPC,251.5,GIEP781U58Z8VAMLS,/var/logs/daily_758.parquet,946.0,WDK,3643.2,1535.9,424.56,OZM,A-,LA9XY0P1HOFV89AJA,NKY,DHSW8Q0MG,"security, scalability, performance, monitoring, cloud",2018-03-25,MHM,EHZ,6233.3,K29K3IS2GQW1UC6CI,ANX,3412.9,Pasta,YWVBFD4BJQTP7J4LQ,Blood Draw,456.91,3510.5,UTF-16,BETWEEN 1 AND 100,FXA,@johnrodriguez792,false,OOA,Water Lilies,Updated per client request.,538.99,-86.7845,"[10.29, 97.05]",REI
684411013,4568,6MJBWX1JNM1Z4JQ16,IOK,6R3E29M881NPMLIVG,654.7,PGN,Q3 2026: $35M projected,ZMR,837.88,BQP,592.24,INV-772827,Hon.,IMO,IXQ,Proprietary,ABYJKDE91RTS0KNJI,PHW,462.7,T14X7ERHKMWXU464Q,ZAE,977.1,5501.1,OTCVWTPCG0VVMOT2K,CLM-408598,Oceania,112.49,-0.7242,99.2,ZNU,502.55,WSTTSZM6C6WY2TUSY,Y6UNBVJ8622BDXIDK,UNM59J68XX2FCST84,2242.4,7259.0,675.07,LSXQ4A019PX771ZT0,Widget Pro,105.1,744.8,2019-05-26T00:00:00Z,TXZ,ZQU,37937.9,KSI7B26YJ1HFOHN44,ZZJ,DWH,Emma,XZZ,7K7FKQ6HVXTG1OEQC,EMP-18901,109.21,7630.9,VLH,"cloud, automation, analytics",0a0bd9adc4655d7fa6d793de42339daa5498d02e2a50f35a36cea13ca938bbbd,Blue,oliver.anderson,hr.employees,a94df5b8ebdb6b56d7ffb43b562a7ab496b5aa070cdfee2d4549aa28a85626df,3.6.63,DGF,XTAIKJ8T9DT9GZ5QX,6.47,84.6,NOT NULL,OMM,8024.9,PME,481.34,IYOM7AH9PW47S1CD6,tenant=us-east,RPE,HUU,9736.2,EEVC0KCMINQ4OSSWD,915.1,DNSZM4RZEC7STRFN8,/var/tmp/export_377.log,8389.1,OAD,4105.3,4760.1,976.75,DFR,A+,BEOP8YUYYC6XYAUOZ,ZGA,QCAU939PH,"cloud, data, reporting, analytics",2023-05-12,RNS,PNG,6513.8,O5MNAOTEULRM3J0RQ,ZKD,8989.9,Tacos,LX6KQBRU0FAX7TSWX,Colonoscopy,566.98,4528.2,Latin-1,CHECK (val > 0),RIH,@loganthompson879,false,RMW,Starry Night,Needs follow-up next quarter.,755.46,-59.400808,"[13.6, 92.26]",KLD
597960888,5595,UVJHVA26UJ6AS7K7G,SLY,TOCW6W7CEXLDZO6Q0,854.04,ONM,Q4 2024: $44M projected,YGL,150.11,OJK,751.91,INV-571254,Dr.,ABA,TTG,Proprietary,2NCJD9KC19AVHGS4S,ZFG,1010.1,REHN161P9NBV1OC09,HOO,292.53,7346.9,NK410RKYP9L14U6TB,CLM-739321,South America,186.35,0.759,54.29,WKB,209.99,RQJX6MDDNN7PKJJZP,C0OQWHYS85VBJ0OHS,FY2Q4XFK96OKI8M13,9075.6,8070.8,297.88,JV8BG4ASPKWZEQII1,FlexPay Platform,81.2,4496.6,2018-10-15T00:00:00Z,VHQ,UOE,27622.4,TOR570ZKPFMBIVQL6,OPT,WDP,Elizabeth,ETO,WPOFVPSJUPF4PYMOI,EMP-90894,191.93,7015.0,YFB,"security, compliance, analytics",a62c90d41110bf64f72aa19007072e10a8e76338155f2ed3fca4fe0a79dd5830,Brown,aiden.miller,sales.orders,e1f1da9acf7fb0f9b09de58d7469c7a4705723c1e493b292c5f65b0d757fceaa,2.16.76,DTJ,JIRNK6DOICPAR979U,8.12,2.4,NOT NULL,HYB,5986.8,MGV,826.15,OFWKI4LNH15PCP0EX,region=2024-01,TGI,SII,5617.8,HGS51MNCWCNBXLGHO,382.0,2VJQ89KXBZIUVE6K8,/var/logs/export_302.yaml,904.3,LHC,3063.1,4099.5,99.67,MGD,AB+,LVQTG8R6TD47QVZFN,TTR,FNHQ8A207,"performance, compliance, security",2018-12-29,VAR,XQB,2597.6,AVBOXE2AOUEVRB04I,JMD,7686.9,Sushi,Y5L04J3RIVYFC86FM,Colonoscopy,850.64,5405.1,ISO-8859-1,NOT NULL,FOU,@lindajones570,false,CBG,Water Lilies,Automated processing complete.,465.93,-75.532368,"[0.25, 96.17]",HQU
477812076,2087,7G4FNX8EX1AZFM2GY,XVS,ZBEFILYF8L7FFZET2,144.68,NVI,Q4 2025: $45M projected,DLA,50.6,NDE,137.91,INV-697448,Dr.,VKO,LGE,MIT,AHFTOZLDKS76OVYO0,CJV,2430.3,KZ2TNXGCQA1R3GFOL,QNT,664.45,4809.3,5BUU4O180A5HKIK22,CLM-217741,Asia,313.99,-0.5545,906.28,GKL,843.41,VYXL0V6HQ2HQ9NWRZ,EZ8A0H8JQOGI0WYWG,WH1E3AJ7QILD7QU6N,8240.9,7827.4,191.95,5C2XW2Y5RKURFWRUM,VaultKeeper,100.6,701.0,2020-12-11T00:00:00Z,FVB,GQY,12411.0,UOJHOHFYTEBW5SE6Z,HAV,JIV,Michael,XFJ,SMGZKWPF7WKY82V8P,EMP-55725,882.59,6481.9,DVO,"monitoring, automation",9d0218a943268be58b7a3de786403a213601c99c91bd8bd9e0aae4fe38ad64fd,Purple,jennifer.jones,analytics.events,aa720a8560aad63e0c0c27bc52f1ba54baf54d74c6c2eb58c45283d59f17f3d5,4.7.19,GDK,7REVAPU6KXG3MXHS6,2.51,54.1,amount <= 10000,ZCW,5763.2,KIG,544.89,N1OCLVOMY4FOZ1P9O,tenant=us-east,ZUM,LYM,3778.3,ILMUCJ41OSHDXCPQZ,1455.8,R2TQGLS5NWQ84X5NF,/var/tmp/daily_581.csv,3041.6,WQT,1161.6,7951.2,935.22,MKK,O+,2YN4197UGI8ZDIWQF,CXT,5O2GOP7QB,"scalability, analytics, reporting",2018-03-28,WDL,GUQ,7046.0,DGELCV0X7Y2RA0DJI,SJR,6306.0,Pizza,3R86HCWEF6F115V6O,X-Ray Chest,473.36,9155.9,ASCII,MATCHES '^[A-Z]+',VRM,@williamtaylor18,false,NRH,The Persistence of Memory,Pending verification.,111.86,-27.150395,"[20.55, 73.8]",RNJ
