customer_bandwidth_data_rate,dim_electric_current,timeOfDay,dayOfWeek,recid,arithmetic_mean,ssn,customer_global_trade_item_number,rate,longitude,user_energy,energy_6,pressure_6,vnz86,cvv,src_concentration,customer_cpu_usage,VEHICLE_IDENTIFICATION_NUMBER,expiry,SEVERITY_LEVEL,x_qmlh,cubic,efgqh24,type,p_coyc,budget_allocation_6,customer_duration,d_337,col_nq,legal_name,concentration_6,twx12,f_400,dim_press,acreage,var_fea,gender,fact_brand_name,f_689,fact_sound_level,brand_nm,raw_price_cost,measpop,pressure,category_6,customer_humidity,meta_pow,nawuw26,histogram_bin_field,v_901,application,revenue,c_ang,measlon,price_cost_22,filePath,measscore,rating,field_204,market_value,fact_start_date,FLOW_RATE,meascnt,record_type_discriminator_raw,record_type_discriminator,v_578,f_ps,c_723,issn,platformOs,TENANT_IDENTIFIER,energy_raw,URL_REFERENCE,latitude,bzyjt10,resolution_info,field_okjv,raw_revenue_sales,cert,v_851,customerList,PLATFORM_OS,CUSIP_NUMBER,src_default_value,raw_volume,dyelwe1,length_6,f_576,var_durat,f_addr,measlat_t,resolution,resolution_2,jjmbwp98,energy,var_usrx,count,f_873
6639,98.57,03:26:27,Tuesday,ID-981766,47.8632,XXX-XX-4135,6845694517146,8872.39,41.789337,27216.2,86195.5,1952.1,linda_martinez464,6975,162.45,62.1,VHZI99OFHQZ9UFI8Q,312 days,High,11,1645.53,230.3,BOOLEAN,EMP53802,"$90,659",63690,,2304,Susan Wright,253.01,TechBrand,434.38,1450.8,72422.9,"[0.0025, 0.6486, 0.3887, 0.7304, 0.6343, 0.5412, 0.9282, 0.0568]",Female,SmartChoice,9.4511,34.5,SmartChoice,5167.96,6625557,1772.3,Food,70.4,33132.4,24.28,67.71,108.952335,Sentinel Monitor,"$3,352,414",143.75,-103.18272,8443.3,/var/uploads/daily_635.yaml,8.88,1.75,Services,"$753,943,576",2022-02-19,405.96,43345,delete,insert,BILL-566487,2156.2,1920x1080,3442-7219,Chrome OS,tenant-019,1286.1,https://data.io/docs/v2,20.928732,6143.5,3840x2160,35.7,"$10,692","-----BEGIN CERTIFICATE-----
1vu+LEApvl4s8PIZYhIIxDaCt0KDr9KWM3iXKHe2+1egUNLUKJPHjnCN8AMsm4ar
-----END CERTIFICATE-----",Image,"Pacific Research Group, Alpine Systems, DataCraft Inc, Acme Corp",iOS,LMN1NYFRP,1,7467.94,This record represents customer interactions.,404.06,102.2,67909,8860 Main St,2145,3840x2160,3840x2160,33.6862,79825.5,598.43,15070,0de3cf88846e7430fb774dc1fb52d970f29a0eae1252c77835d3ce01e6840725
3249,68.93,10:15:58,Friday,4746565,-58.3643,297-12-3837,0502198871207,8737.62,-174.161938,41491.9,96621.6,1202.1,william_anderson279,2710,414.53,55.7,3OCPMAI4UTPN7L3TY,147 days,Medium,94,1560.28,300.6,VARCHAR,EMP15541,"$4,525,228",21739,2024-10-13 19:34:19,3809,Sophia Smith,367.14,ProSeries,1.01,1174.8,60488.8,"[0.5869, 0.1106, 0.4006, 0.3296, 0.321, 0.5569, 0.2349, 0.4877]",Female,EcoLine,62.9052,21.3,SmartChoice,6541.98,9900764,19.1,Electronics,14.0,30685.7,7.44,78.53,83.310023,Sentinel Monitor,"$4,284,744",321.03,10.844643,1013.31,/var/tmp/export_695.parquet,4.2,6.37,Food,"$275,811,337",2023-07-28,293.58,12432,delete,insert,BILL-226213,5913.4,1280x720,8444-7383,iOS,tenant-010,11238.8,https://api.service.com/data/v2,52.216814,7303.2,1280x720,27.7,"$4,041,297","-----BEGIN CERTIFICATE-----
CCuk+icEpEgwWF0mNAMDlj9jlH0gaD+QzOK9M953kfjWXwJT1hYHn8NeN19+flyU
-----END CERTIFICATE-----",Video,"Pacific Research Group, DataCraft Inc, Alpine Systems, Pioneer Software",Android,3MPYJOFXH,CURRENT_TIMESTAMP,1737.41,This record represents transaction histories.,676.9,56.3,19888,1017 Main St,2646,1920x1080,3840x2160,62.4875,7145.8,443.91,43590,45d51d1ed63605f39e73335b1b829b07a9d1381c16c346e8831cbf56779efbe5
8476,99.7,20:40:51,Saturday,572784,26.5535,XXX-XX-7583,2929666575777,2204.47,-163.843614,82050.6,20642.1,1199.5,susanrobinson789,353,410.96,71.3,OYL7DS0PIYU8XC108,232 days,High,81,7080.72,164.9,JSON,EMP90782,"$1,645,253",23613,,4631,Oliver Thomas,762.51,ProSeries,187.48,1613.5,71780.6,"[0.8982, 0.9012, 0.288, 0.2745, 0.2322, 0.258, 0.6665, 0.7991]",Male,EcoLine,137.1017,113.2,ProSeries,5026.28,448982,965.5,Hardware,79.8,36140.3,45.02,19.19,-62.270239,Sentinel Monitor,"$6,013,607",284.13,-164.545985,9746.07,/var/uploads/export_9.parquet,0.36,8.93,Electronics,"$533,909,580",2022-10-26,413.83,55983,upsert,update,BILL-213637,9165.6,1280x720,2278-1900,Chrome OS,tenant-017,81733.5,https://example.com/api/data,-61.294743,74197.0,1280x720,92.0,"$2,123,727","-----BEGIN CERTIFICATE-----
wdwK5ntiFWSCb87YDlFDE4UAaHnu+1lbl2YFi5o6/bA9RcRWF+hvOAMtZZ1F5f6k
-----END CERTIFICATE-----",Image,"Acme Corp, Beacon Analytics, TechCo Industries, Quantum Dynamics, Catalyst Ventures",Chrome OS,HSCDMFYTS,CURRENT_TIMESTAMP,4683.25,The system monitors data processing activities.,373.19,41.4,68943,4115 Maple Dr,995,1920x1080,1920x1080,24.4116,25609.4,733.32,26148,f0b1486d58409416bed98d420492546958637d03466e5eaf6035bdaca46e3029
6876,99.28,13:51:05,Thursday,USR-106019,-50.0688,613-87-3509,4140420318720,6641.23,138.414266,203.6,43326.1,585.2,jennifer.young915,794,594.86,88.4,RDZBX37L21X8SHPF0,66 days,Info,1,4918.66,84.2,INTEGER,EMP11407,"$1,892,428",61269,,2476,Oliver King,490.71,ValueMax,759.73,561.6,48288.8,"[0.2426, 0.0564, 0.6554, 0.3375, 0.9799, 0.5164, 0.0622, 0.4505]",Male,ValueMax,139.0771,106.0,SmartChoice,4975.17,4085892,1782.5,Services,41.2,1569.1,16.9,9.94,64.636625,NanoCore SDK,"$2,818,485",228.58,93.95091,9987.62,/var/config/daily_110.parquet,2.48,2.21,Clothing,"$405,347,959",2026-03-22,124.27,81197,update,upsert,BILL-762584,5495.2,2560x1440,1968-8579,iOS,tenant-004,52360.5,https://data.io/v2/docs/status,-72.641542,55825.1,2560x1440,39.0,"$140,583","-----BEGIN CERTIFICATE-----
+RYc722B+r1b+f6nZtJIF/McNwU9wzzEr84LPWcnhZCMk2/Qf5am8gKnYiUyLjrN
-----END CERTIFICATE-----",Image,"Global Solutions, Acme Corp, Alpine Systems, DataCraft Inc, Vertex Technologies",Windows,4SR5VSI3I,1,7008.14,The product monitors customer interactions.,305.47,76.0,86171,4474 Maple Dr,482,1280x720,2560x1440,98.5007,3947.9,88.04,11984,1a4c6d48b34c98f55f889a11e9b3f9ac54cec37509335a4ad156e14a00d4bda8
1380,22.42,20:45:51,Thursday,2013884,46.4606,153-19-1034,2831248547385,7534.01,105.165191,15877.9,83579.6,862.3,ethan.wright411,9832,612.02,59.1,O8ZUQJBGPN6YK9HIR,86 days,Low,4,3527.85,237.0,TIMESTAMP,EMP20492,"$2,837,117",19686,,3991,Ethan Miller,902.88,ValueMax,428.68,11.7,56558.6,"[0.5363, 0.2385, 0.9431, 0.9362, 0.7242, 0.0482, 0.1479, 0.4425]",Female,TechBrand,116.7177,60.3,ValueMax,8641.85,3898966,543.3,Software,10.8,12909.1,41.22,98.83,48.935882,Sentinel Monitor,"$273,671",335.76,-178.704862,4312.91,/var/data/batch_834.json,4.78,6.09,Electronics,"$479,232,194",2025-05-12,945.27,23893,upsert,snapshot,BILL-235965,9018.8,1280x720,8276-7836,Windows,tenant-042,3058.5,https://data.io/data/docs/users,66.298152,65249.7,1920x1080,96.0,"$7,674,006","-----BEGIN CERTIFICATE-----
SBEL5xepjGmROvldbEfh+sVnf7WN5rgGJTviolxCPLXQDvOwvgPCbEa1HsGbmy37
-----END CERTIFICATE-----",Image,"Global Solutions, Beacon Analytics, Alpine Systems, DataCraft Inc, Vertex Technologies",Chrome OS,R3WK5NDIG,CURRENT_TIMESTAMP,9689.46,The service manages operational metrics.,500.66,129.7,43480,5805 Pine Rd,2381,1280x720,2560x1440,101.0462,70715.6,233.17,17448,e7e6ed494b41b98665a1a1cea99ece9403ea0651c438c6af162392eba9a2267f
4303,75.65,00:33:01,Thursday,4923610,-98.4307,603-67-1237,0841984537455,3754.8,-133.096077,40839.3,44567.1,917.7,michaeljohnson650,878,72.25,24.2,2FZPRN8M68N65G0Q7,57 days,High,61,1140.1,177.5,TEXT,EMP16052,"$4,300,775",62045,,1784,Anna Young,195.66,ProSeries,752.17,597.9,99277.9,"[0.6882, 0.168, 0.989, 0.6584, 0.8135, 0.1608, 0.5138, 0.1732]",Unisex,TechBrand,94.9132,53.1,EcoLine,4312.62,3610056,121.4,Electronics,86.9,5241.8,75.49,96.41,-97.141263,FlexPay Platform,"$4,441,088",52.59,16.442108,2676.16,/var/exports/batch_182.yaml,2.2,3.74,Services,"$152,071,741",2022-03-28,785.17,80222,upsert,insert,BILL-572599,6258.6,1280x720,7063-9435,Android,tenant-018,22880.3,https://data.io/users,68.611873,63536.3,1280x720,39.7,"$6,744,240","-----BEGIN CERTIFICATE-----
Mvib9j1vQWSP97OuPsqE0sHGmPEEJkY1nEnzGXolZXqVzpU4yjjXLA85navk/N+s
-----END CERTIFICATE-----",Image,"Acme Corp, TechCo Industries, Alpine Systems, DataCraft Inc, Pioneer Software",iOS,ADDTV5NI3,null,495.36,The product tracks customer interactions.,5.59,106.1,77015,1916 Maple Dr,206,2560x1440,1280x720,44.1832,61314.3,921.99,14633,989f02c14de40e37578852783a6c87412ce8ab7762dd8ff77e971f39a178c3a1
7760,55.69,21:33:30,Saturday,4405156,69.9257,133-52-8251,0060168340065,2158.5,-20.337319,67320.3,2311.8,771.7,aidenlewis433,554,229.13,71.8,HW02JEQKZVZ0Q43H1,69 days,High,50,3912.69,76.2,BOOLEAN,EMP43730,"$3,355,718",5371,2020-04-17T03:29:11Z,5,Richard Jones,841.26,TechBrand,142.18,1231.0,40657.7,"[0.6502, 0.1723, 0.2022, 0.1158, 0.9403, 0.5928, 0.5232, 0.917]",Unisex,EcoLine,70.4393,112.1,ValueMax,6381.94,4486448,1383.4,Food,92.0,5303.6,5.57,39.91,95.212807,Sentinel Monitor,"$7,022,704",222.6,-2.879644,7972.1,/var/logs/export_821.log,2.23,9.29,Services,"$332,778,970",2026-03-10,840.55,52684,snapshot,update,BILL-190084,3957.7,1280x720,1653-2323,Android,tenant-001,46711.0,https://api.service.com/v2/users,62.832604,15064.4,2560x1440,121.0,"$5,299,025","-----BEGIN CERTIFICATE-----
i8+PHHRO6UnHbn289Au1b66jPrnJtVTmQkJq2JzmRliZ2ZEg6KUp1hl/8FoC1zB2
-----END CERTIFICATE-----",Video,"TechCo Industries, Quantum Dynamics, DataCraft Inc, Vertex Technologies",Linux,6XBBXE3U7,1,5342.18,The system manages operational metrics.,815.66,97.4,75653,3134 Park Blvd,555,2560x1440,1920x1080,65.474,71564.6,320.61,56910,d95533b574a58e50b2e5e8d9a8facfca46aecd2ec65fdcede0f077ef82d33400
969,63.66,02:08:53,Thursday,27913,50.8627,516-81-7735,9855073075449,4833.6,-163.313511,64446.2,50055.2,347.6,harper.martin46,526,867.53,2.9,WFFA94255EF368V26,168 days,High,100,6197.36,56.0,TEXT,EMP56536,"$255,874",10787,2020-07-02T02:33:24Z,2507,William Young,338.43,TechBrand,963.86,926.0,4283.2,"[0.5782, 0.2645, 0.1359, 0.2471, 0.5119, 0.1797, 0.8392, 0.9516]",Male,EcoLine,38.4953,78.4,ValueMax,56.02,5986925,548.7,Software,54.5,29201.4,89.24,93.83,121.602795,NanoCore SDK,"$7,636,315",12.98,-22.671818,7660.74,/var/tmp/export_562.xml,2.78,3.69,Software,"$943,646,075",2021-09-22,965.31,54738,snapshot,upsert,BILL-779567,6877.4,3840x2160,3732-9739,Linux,tenant-044,41077.4,https://data.io/api,-15.040515,57844.3,3840x2160,109.6,"$1,235,568","-----BEGIN CERTIFICATE-----
Loug0wZk4sMAUW7mVN2SBNSpSP1Eq7+q2fz3cV2M2/PArqwqrtwZ9Cb8t8eK3XY/
-----END CERTIFICATE-----",Video,"DataCraft Inc, Global Solutions",macOS,TMR9L0H8E,0,1580.39,This record tracks data processing activities.,547.37,73.6,20467,8392 Maple Dr,3593,3840x2160,1280x720,0.6599,28023.9,969.29,77830,aa0e0f629c981f49380c85e2104c07bb375f9b04f572e00d6f2ba73da15321d9
3114,34.75,00:02:43,Thursday,2604397,37.4164,455-91-1682,2616308243678,9743.2,-155.006696,86437.2,12958.5,632.5,sarahlee862,7271,845.86,48.2,GLC34IS65KD9YMNOU,104 days,High,17,3417.35,304.1,TEXT,EMP53192,"$192,290",59144,,3907,Jessica Jackson,500.43,TechBrand,930.72,1107.1,39050.4,"[0.2652, 0.1736, 0.392, 0.7804, 0.3738, 0.0486, 0.2179, 0.962]",Female,SmartChoice,62.3731,45.0,ValueMax,6711.37,8222844,1980.6,Hardware,36.0,23057.2,25.2,25.78,-141.719139,VaultKeeper,"$4,807,144",219.96,167.174767,2628.52,/var/logs/batch_274.log,1.68,0.23,Electronics,"$302,396,381",2018-02-01,549.86,72906,delete,update,BILL-370674,8214.0,1920x1080,6930-6652,Chrome OS,tenant-017,89102.6,https://data.io/users,31.584867,91992.2,3840x2160,67.7,"$7,095,350","-----BEGIN CERTIFICATE-----
ZkfFX/2n5zpyxmsBbjq6BGsPqB03DmCVmatLMD92WnBNwR1+UY0Au/ExtRCcEO7j
-----END CERTIFICATE-----",Image,"Quantum Dynamics, Catalyst Ventures",Chrome OS,Q8YZ0ZLGA,CURRENT_TIMESTAMP,8573.74,The system manages operational metrics.,93.76,68.8,37586,4538 Cedar Ln,4729,1280x720,1280x720,93.7644,93080.5,774.03,9050,f9c90618db72306e21ab1efe46452cd3a3798c0e9d5f85cf84204981dadbe23f
6849,3.32,23:21:19,Friday,8963484,92.6995,164-74-6083,8804024559205,4061.43,147.084908,56248.2,75714.9,1002.0,susan.smith911,4094,692.95,73.6,UUIUSZ328E4ZB8HOO,182 days,Low,37,4440.57,274.0,FLOAT,EMP60857,"$3,317,593",72263,,1539,Jessica Taylor,897.01,SmartChoice,71.62,847.8,68677.3,"[0.575, 0.5711, 0.9113, 0.4238, 0.481, 0.2315, 0.455, 0.4402]",Female,SmartChoice,51.6831,48.9,TechBrand,2332.69,3567693,1937.2,Hardware,76.7,23934.4,73.89,93.86,2.671291,FlexPay Platform,"$8,074,601",234.38,126.500592,9150.42,/var/exports/batch_201.log,5.65,4.85,Electronics,"$999,731,022",2021-10-23,716.49,30414,delete,upsert,BILL-201012,143.2,2560x1440,3334-9715,Linux,tenant-010,32619.8,https://data.io/api/data,44.143158,64372.4,1280x720,116.3,"$9,695,723","-----BEGIN CERTIFICATE-----
NgsHAel4KZa9Lhap7Vcao62toxDkRxm/3plY+CH2uU4xByPDXKLqDoXKDxuhb09K
-----END CERTIFICATE-----",Image,"Alpine Systems, Acme Corp, Global Solutions",macOS,CPA0RY619,0,5110.77,The customer account monitors transaction histories.,331.48,62.3,54358,1282 Main St,4583,3840x2160,1280x720,56.1869,25052.9,386.2,47665,62deeff389c597c3185c8472b00441f4de2e86cee031397bc79e1a78ca6705c8
7500,81.06,04:08:21,Tuesday,REC-280950,-24.1947,XXX-XX-1218,0120190614655,1252.71,40.845891,64298.0,33393.0,1202.0,liamlewis900,0336,406.46,66.2,R203062SHG03GP5SH,342 days,High,49,5536.26,360.3,JSON,EMP66102,"$3,173,440",31392,,3494,Emma Taylor,661.03,SmartChoice,956.97,1990.3,17563.0,"[0.8365, 0.0393, 0.5331, 0.4998, 0.9486, 0.9174, 0.9351, 0.6287]",Unisex,TechBrand,120.9061,115.4,ProSeries,1822.18,7595929,204.3,Hardware,80.1,41131.4,32.41,7.02,-99.066054,VaultKeeper,"$3,298,187",212.61,63.897294,5379.33,/var/data/batch_702.parquet,7.37,6.15,Software,"$73,196,761",2020-03-13,531.49,3881,upsert,insert,BILL-323056,612.7,1920x1080,3325-2704,macOS,tenant-017,64666.5,https://data.io/status,-30.630995,37924.4,1280x720,123.1,"$8,229,664","-----BEGIN CERTIFICATE-----
WQ3sO2NXz0+E6jecd1amLDnHH84o2rTNBJRR7Ld6v+ttjJhiRIoRkjkT+bcbhrKY
-----END CERTIFICATE-----",Video,"Acme Corp, Vertex Technologies, Pioneer Software, Alpine Systems, TechCo Industries",Chrome OS,LT9RA1ZI5,CURRENT_TIMESTAMP,6117.29,The customer account monitors compliance records.,872.45,98.7,8142,7058 Maple Dr,1217,1280x720,3840x2160,8.7718,72503.6,949.07,16313,73b6ef314ccac5d6ca793752cbe3f9938f58d8ea4996389e3de99ccab020894a
8430,70.76,22:13:29,Sunday,ORD-742372,-68.8839,240-97-4467,3069364009549,3070.96,171.231575,19216.6,78879.3,1042.2,elizabeth_garcia353,6871,657.21,53.6,BM6HKRB2SLJ47Q2PT,278 days,Info,4,2238.7,244.4,TEXT,EMP26249,"$4,289,668",43111,,4386,Elizabeth Johnson,439.49,SmartChoice,28.35,1636.5,90017.2,"[0.6234, 0.8688, 0.9722, 0.2344, 0.2594, 0.7714, 0.9337, 0.5071]",Male,SmartChoice,129.8138,19.9,ProSeries,8718.97,1703972,279.8,Services,45.5,41508.9,49.94,74.25,97.047469,StreamLine ERP,"$1,365,893",354.43,-178.364008,4839.28,/var/tmp/daily_452.csv,2.17,0.11,Software,"$235,053,242",2018-01-28,905.97,45936,insert,snapshot,BILL-328954,7933.4,2560x1440,1186-2498,Linux,tenant-001,35811.9,https://data.io/api,45.6737,29359.7,1280x720,56.1,"$8,246,505","-----BEGIN CERTIFICATE-----
6DMHvFxLH+Ti6qgamKIBg5Lqnhlgw7mQzIaBXj0MAXMQkNGM0lt8ny1OWiJb7a8O
-----END CERTIFICATE-----",Image,"DataCraft Inc, Quantum Dynamics, Pioneer Software, Pacific Research Group",Android,89ZK464VI,0,2548.59,This record tracks transaction histories.,220.99,129.1,78764,6263 Oak Ave,1660,3840x2160,3840x2160,56.1809,35454.6,825.85,85446,4784f197c5db0ad9784b9a9763d8ce4c25ab5b688a5784ac532690e73360d3dc
8818,16.58,18:42:15,Sunday,REC-529403,80.3868,110-84-1744,0588933736401,4250.75,-71.31112,55170.4,64068.8,1585.4,aidenrobinson225,7187,685.48,93.4,Q96K685GLABU1K86D,41 days,Medium,46,8860.27,105.7,TEXT,EMP60200,"$3,141,230",20042,,4478,Sophia W. White,324.99,TechBrand,306.13,1615.5,96581.3,"[0.784, 0.0174, 0.6385, 0.9542, 0.2041, 0.096, 0.4475, 0.9661]",Male,EcoLine,46.4095,12.4,EcoLine,1442.65,8442809,725.6,Services,55.2,5785.8,29.89,99.36,9.513382,FlexPay Platform,"$3,391,995",164.87,27.326781,5612.82,/var/tmp/daily_190.parquet,6.88,2.11,Food,"$453,770,115",2020-08-28,502.47,44136,delete,upsert,BILL-411751,5055.7,1280x720,5187-4412,Android,tenant-021,16977.3,https://example.com/docs,-28.844286,26630.7,1280x720,97.6,"$6,886,668","-----BEGIN CERTIFICATE-----
YvsJqbgK1cq1Vjei9BWH8twMwmIspGgr8IkLWiBXYBXCxPk2juTCFLp2Zc7CAth5
-----END CERTIFICATE-----",Image,"Skyline Partners, Pacific Research Group, Acme Corp, Beacon Analytics",Linux,ZZ3DP9Z8J,1,3151.82,The service includes data processing activities.,452.66,27.0,65652,7990 Maple Dr,3044,1920x1080,1920x1080,135.0382,55051.6,54.04,41305,ced4854d3d69e7a6be2eed62bf0fc3e15e20902f51024ee8c1797e1ee822ce17
6153,44.89,13:13:51,Wednesday,8358433,-23.6998,658-85-3569,3196145987627,9116.19,-152.239584,60848.8,79934.8,1041.9,jennifer_johnson801,062,238.6,60.2,WE7A05BFFW95P1FPG,57 days,Medium,36,4887.54,230.9,JSON,EMP38426,"$503,195",63592,2018-04-03T11:29:47Z,2165,Sarah N. Clark,621.06,ProSeries,316.59,399.7,99583.9,"[0.1367, 0.2436, 0.2034, 0.0813, 0.994, 0.6035, 0.2235, 0.1117]",Female,SmartChoice,66.9336,24.3,TechBrand,1467.74,1056726,1591.9,Clothing,66.1,45614.9,63.36,72.98,-110.893662,FlexPay Platform,"$4,489,466",99.24,-102.787599,3037.14,/var/data/export_236.log,4.24,8.9,Clothing,"$864,072,641",2020-03-25,474.24,18117,delete,update,BILL-886875,5002.4,1280x720,2709-7183,Linux,tenant-040,10025.5,https://example.com/data/users/data,-15.256146,71406.3,3840x2160,126.6,"$5,889,503","-----BEGIN CERTIFICATE-----
E5PVfeucqPY6N52gbF0hDyoB1Risj+LAfFyKe3ycqac6V8z1r/ToaCZa11H5rxC3
-----END CERTIFICATE-----",Video,"Catalyst Ventures, Acme Corp, Alpine Systems",iOS,F7CUUKATY,false,1650.24,This record tracks customer interactions.,749.2,14.2,56674,9794 Main St,4461,1920x1080,2560x1440,65.717,65028.1,908.95,81308,17d0149128439912a1599062b78d6413506661af5e16aa12bee6dcb25e339b91
103,54.68,15:30:07,Wednesday,8052731,-39.2571,226-91-5229,3025954046345,7236.5,132.26752,27012.2,18397.8,393.2,michaelrobinson947,8315,899.87,11.4,H1CMDMTIIHIJ38HOF,164 days,Info,83,2053.41,24.6,JSON,EMP69626,"$3,341,865",419,2018-08-09 22:12:18,4652,Patricia Martinez,190.2,EcoLine,744.31,1391.1,31840.1,"[0.4639, 0.4657, 0.6823, 0.8011, 0.0673, 0.1322, 0.7882, 0.9412]",Unisex,SmartChoice,141.4537,35.9,SmartChoice,1169.71,7756643,1308.2,Software,45.7,38045.0,20.63,52.9,-89.739926,Widget Pro,"$8,167,272",260.46,154.504372,4020.76,/var/tmp/batch_845.parquet,9.75,8.82,Services,"$643,088,880",2025-11-13,789.78,27360,delete,insert,BILL-402710,4675.7,1920x1080,1519-4359,Chrome OS,tenant-006,96995.0,https://example.com/data/docs,52.650303,64860.8,3840x2160,84.8,"$3,343,857","-----BEGIN CERTIFICATE-----
Ii7EvL6Lts5gadXFduQjgMFz+XZI0gZ5ZJ3fUD+S84ODDe8tlXwZs8tb/pzaApHp
-----END CERTIFICATE-----",Image,"Quantum Dynamics, Catalyst Ventures, Meridian Health",iOS,H9FHMVVLZ,null,9048.89,The system manages customer interactions.,355.58,92.1,62176,8566 Cedar Ln,4489,1920x1080,3840x2160,30.8681,40.3,944.45,21653,fffc037632bee9e6a614650a46090c55b12d7e53b8e3d85baefba55a1c52f9b1
8254,65.62,07:04:08,Thursday,9859686,83.641,283-98-6820,0544187670629,9897.32,-112.889372,81247.1,57637.3,1571.0,loganyoung74,303,778.94,51.7,KBYTX5IM3PP8WS9BF,40 days,Info,10,2004.45,178.9,FLOAT,EMP52836,"$133,442",8119,,2552,David Davis,958.36,SmartChoice,870.14,1342.0,70431.9,"[0.916, 0.4157, 0.5183, 0.36, 0.8214, 0.55, 0.957, 0.6377]",Unisex,ValueMax,99.7986,27.6,TechBrand,401.21,4892689,223.7,Software,4.6,9762.4,89.86,12.07,-119.354607,SmartHub X1,"$1,822,320",41.26,-88.899692,1575.99,/var/config/batch_781.yaml,0.47,9.56,Hardware,"$367,540,971",2021-11-27,647.16,97453,delete,update,BILL-109901,601.5,1280x720,2051-6959,Windows,tenant-003,50972.3,https://api.service.com/status/data/status,-10.533739,24900.6,1920x1080,51.2,"$4,997,702","-----BEGIN CERTIFICATE-----
dn3KNor4bun8FEYyNUnKKRUhhxcireC4I9jPh3nAi0JeNsUMXtIhKzjLYA/Ds1zm
-----END CERTIFICATE-----",Podcast,"DataCraft Inc, Acme Corp, Alpine Systems",Chrome OS,0VJ9GQG1L,0,6306.68,The system tracks compliance records.,726.85,61.8,21271,8624 Main St,2344,2560x1440,2560x1440,15.7237,34283.2,825.27,20671,bf1ce18d7d6147c6c3ae96f24d67939c2e61625ff812912b6a3b180a5dd80456
6630,58.32,22:58:25,Sunday,ID-511750,58.7149,573-85-9564,5435028833046,3866.27,60.412009,15989.4,28976.3,1704.0,amy.wright249,6135,396.74,21.9,253GLNFD3TLJLHMWT,264 days,Critical,37,6381.09,411.7,FLOAT,EMP43473,"$3,853,955",7003,,2124,Aiden Harris,985.44,ProSeries,52.46,900.0,80154.4,"[0.7404, 0.113, 0.9364, 0.2107, 0.4331, 0.0843, 0.0646, 0.5326]",Male,ValueMax,100.4354,50.1,ProSeries,6180.12,4596243,1640.3,Clothing,72.5,46359.3,7.73,13.65,-17.958148,StreamLine ERP,"$6,107,212",196.28,-72.64093,9252.03,/var/logs/export_702.xml,3.64,1.11,Hardware,"$924,249,777",2022-03-14,460.82,75147,upsert,update,BILL-908311,4990.8,1920x1080,7278-9656,macOS,tenant-048,31172.8,https://data.io/api,-1.1334,93300.0,1280x720,47.4,"$5,067,068","-----BEGIN CERTIFICATE-----
KaG3F+HpvkyK6cSvjVKbxcqGUuFdpasEq4wDH0RBWLhTWNRS59Tj8GmQGuQPXMjH
-----END CERTIFICATE-----",Image,"Catalyst Ventures, Pioneer Software, Global Solutions, Alpine Systems, Quantum Dynamics",Windows,49Y7RGSUQ,'',8846.59,This record represents customer interactions.,426.96,85.3,69170,5269 Maple Dr,1494,1920x1080,2560x1440,27.7651,60821.9,577.78,44662,e5939904b445cbdd4575a809de776e19cd4c056b101570de303d35bd24d64b27
7702,89.36,17:24:19,Saturday,1245726,-4.1012,865-83-6156,6133137620721,864.12,-145.069621,41658.5,73655.5,1444.0,robert.thomas730,489,134.53,17.8,JX2L1KS5JLDGIYK96,198 days,Low,13,1905.04,375.4,TIMESTAMP,EMP52940,"$2,082,587",29107,,4314,Anna Jones,207.31,SmartChoice,347.86,1720.1,7335.7,"[0.1085, 0.7723, 0.7696, 0.1704, 0.1818, 0.7258, 0.1735, 0.7909]",Male,EcoLine,65.1451,34.4,TechBrand,592.13,6669313,183.2,Software,83.0,20199.9,14.38,5.73,19.496519,NanoCore SDK,"$794,765",305.99,109.140056,1703.01,/var/uploads/batch_269.yaml,0.8,9.9,Services,"$748,364,230",2025-08-28,435.25,86911,delete,insert,BILL-723159,1959.4,1280x720,8255-4189,Android,tenant-039,99283.9,https://data.io/status/api/api,-43.367815,31208.0,1920x1080,10.9,"$4,127,162","-----BEGIN CERTIFICATE-----
RlFRX3P+P3UrJe28kLzik4h6awhgheL+jOPgBn0WP3tfuVD7nsfH1OLBc5wWqo+W
-----END CERTIFICATE-----",Video,"Pioneer Software, Meridian Health",Linux,G6SAD69YR,false,2032.63,The customer account includes data processing activities.,4.37,76.5,70209,2802 Oak Ave,2914,1280x720,1920x1080,55.4556,18142.7,209.91,57091,389ecc764a6fe855b18ba86819ac01b209edc08c97a92eb386166c5dcb531b92
